business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,engagement,engagement_rate,like_rate,comment_rate,view_rate,view_engagement_rate,week,is_video,is_reel,posting_time_bin,caption_length_bin,hashtags_count_bin,emoji_count_bin,engagement_level,business_size_bin,high_engagement,high_view_rate,high_comment_rate
TikTok_Macro,Travel,241082,2024-01-02 20:22:00,20,Tuesday,1,Video,platform TikTok content Video category Travel sentiment Negative tier Macro,369,5,0,18977,966,8088,English,False,False,0,False,False,False,False,19943,0.08272289096655909,0.0787159555669855,0.004006935399573589,0.03354875104736148,2.465751730959446,1,1,0,evening,long,many,none,high,medium,1,0,1
Instagram_Mid-tier,Entertainment,67464,2024-01-02 21:41:00,21,Tuesday,1,Carousel,platform Instagram content Carousel category Entertainment sentiment Positive tier Mid-tier,1458,11,0,1874,467,30977,English,True,False,0,False,False,False,False,2341,0.03469998814182379,0.027777777777777776,0.006922210364046009,0.45916340566820824,0.07557219872808858,1,0,0,night,long,many,none,medium,small,0,1,1
Instagram_Macro,Business,292298,2024-01-02 21:55:00,21,Tuesday,1,Photo,platform Instagram content Photo category Business sentiment Negative tier Macro,1262,6,0,1867,125,44911,English,True,False,0,False,False,False,False,1992,0.006814962811924816,0.006387317053144393,0.0004276457587804227,0.1536479893807005,0.044354389793146445,1,0,0,night,long,many,none,low,medium,0,0,0
Twitter_Macro,Sports,148659,2024-01-03 00:42:00,0,Wednesday,1,Poll,platform Twitter content Poll category Sports sentiment Neutral tier Macro,1597,7,0,4926,205,28491,English,True,False,0,False,False,False,False,5131,0.034515232848330746,0.03313623796742882,0.0013789948809019299,0.19165338122817993,0.18009195886420273,1,0,0,night,long,many,none,medium,small,0,0,0
LinkedIn_Macro,Lifestyle,190618,2024-01-03 03:35:00,3,Wednesday,1,Poll,platform LinkedIn content Poll category Lifestyle sentiment Neutral tier Macro,1506,13,0,1383,123,6603,English,False,False,0,False,False,False,False,1506,0.007900617989906515,0.007255348393121321,0.0006452695967851934,0.03463996054937099,0.22807814629713766,1,0,0,night,long,many,none,low,medium,0,0,0
Instagram_Macro,Education,499770,2024-01-03 04:16:00,4,Wednesday,1,Reel,platform Instagram content Reel category Education sentiment Neutral tier Macro,172,20,0,8387,360,13360,English,True,False,0,False,False,False,False,8747,0.01750205094343398,0.016781719591011865,0.0007203313524221142,0.026732296856554014,0.6547155688622754,1,0,1,night,long,many,none,medium,large,0,0,0
Facebook_Macro,Sports,487579,2024-01-03 09:46:00,9,Wednesday,1,Video,platform Facebook content Video category Sports sentiment Neutral tier Macro,353,15,0,5540,375,73879,English,True,False,0,False,False,False,False,5915,0.012131367429688317,0.011362261295092692,0.0007691061345956246,0.15152211231410706,0.08006334682386064,1,1,0,morning,long,many,none,medium,large,0,0,0
Facebook_Micro,Technology,29036,2024-01-03 13:28:00,13,Wednesday,1,Post,platform Facebook content Post category Technology sentiment Negative tier Micro,1717,29,0,1048,256,75334,English,True,False,0,False,False,False,False,1304,0.04490976718556275,0.03609312577490013,0.008816641410662625,2.59450337512054,0.017309581331138663,1,0,0,afternoon,long,many,none,high,small,1,1,1
LinkedIn_Macro,Technology,402762,2024-01-04 00:19:00,0,Thursday,1,Post,platform LinkedIn content Post category Technology sentiment Positive tier Macro,764,19,0,1708,113,26761,English,True,False,0,False,False,False,False,1821,0.004521280557748745,0.004240717843292068,0.00028056271445667664,0.06644370620862941,0.06804678449983184,1,0,0,night,long,many,none,low,large,0,0,0
Instagram_Macro,Technology,245871,2024-01-04 05:36:00,5,Thursday,1,Story,platform Instagram content Story category Technology sentiment Positive tier Macro,1954,15,0,6145,224,45738,English,True,False,0,False,False,False,False,6369,0.025903827616921067,0.024992780767150252,0.0009110468497708148,0.18602437863757823,0.13924963924963926,1,0,0,night,long,many,none,medium,medium,0,0,0
Instagram_Macro,Fitness,430456,2024-01-04 10:49:00,10,Thursday,1,Story,platform Instagram content Story category Fitness sentiment Neutral tier Macro,1064,26,0,4399,125,21640,English,True,False,0,False,False,False,False,4524,0.01050978497221551,0.010219395245971714,0.00029038972624379725,0.05027226940732618,0.20905730129390018,1,0,0,morning,long,many,none,low,large,0,0,0
Twitter_Macro,Fitness,120825,2024-01-04 12:44:00,12,Thursday,1,Thread,platform Twitter content Thread category Fitness sentiment Neutral tier Macro,880,21,0,2837,260,47775,English,True,False,0,False,False,False,False,3097,0.02563211255948686,0.023480240016552866,0.0021518725429339955,0.3954065797641217,0.0648246991104134,1,0,0,afternoon,long,many,none,medium,small,0,0,1
Instagram_Macro,Food,202126,2024-01-04 16:45:00,16,Thursday,1,Reel,platform Instagram content Reel category Food sentiment Positive tier Macro,175,20,0,1974,308,21531,English,True,False,0,False,False,False,False,2282,0.011289987433581034,0.009766185448680525,0.0015238019849005077,0.10652266408082088,0.10598671682690075,1,0,1,afternoon,long,many,none,low,medium,0,0,0
YouTube_Macro,Travel,364855,2024-01-04 20:52:00,20,Thursday,1,Live,platform YouTube content Live category Travel sentiment Positive tier Macro,185,15,0,19612,881,22497,English,True,False,0,False,False,False,False,20493,0.05616751860328076,0.05375286072549369,0.0024146578777870663,0.06166011155116416,0.9109214561941592,1,0,0,evening,long,many,none,high,large,1,0,1
YouTube_Macro,Gaming,488156,2024-01-04 23:13:00,23,Thursday,1,Video,platform YouTube content Video category Gaming sentiment Neutral tier Macro,20,29,0,6523,343,886932,English,True,False,0,False,False,False,False,6866,0.01406517588639697,0.013362531649718533,0.0007026442366784389,1.8169027933693327,0.007741292455340432,1,1,0,night,short,many,none,medium,large,0,1,0
Instagram_Macro,Food,140434,2024-01-05 09:59:00,9,Friday,1,Reel,platform Instagram content Reel category Food sentiment Neutral tier Macro,588,8,0,6327,440,935,English,True,False,0,False,False,False,False,6767,0.048186336642123705,0.04505319224689178,0.003133144395231924,0.006657931839867838,7.237433155080214,1,0,1,morning,long,many,none,high,small,1,0,1
Facebook_Nano,Lifestyle,3383,2024-01-05 10:15:00,10,Friday,1,Story,platform Facebook content Story category Lifestyle sentiment Neutral tier Nano,484,17,0,2672,360,2203,English,True,False,0,False,False,False,False,3032,0.8962459355601538,0.7898315104936446,0.10641442506650901,0.6511971622819982,1.3763050385837494,1,0,0,morning,long,many,none,high,small,1,1,1
Instagram_Macro,Fitness,117460,2024-01-05 14:17:00,14,Friday,1,Carousel,platform Instagram content Carousel category Fitness sentiment Positive tier Macro,1798,11,0,1687,73,41648,English,True,False,0,False,False,False,False,1760,0.014983824280606163,0.01436233611442193,0.0006214881661842329,0.3545717691128895,0.042258932001536686,1,0,0,afternoon,long,many,none,medium,small,0,0,0
Facebook_Macro,Business,414100,2024-01-06 12:07:00,12,Saturday,1,Live,platform Facebook content Live category Business sentiment Neutral tier Macro,524,27,0,1784,227,77227,English,True,False,0,False,False,False,False,2011,0.004856314899782661,0.00430813813088626,0.0005481767688964019,0.18649360057957015,0.026040115503645097,1,0,0,afternoon,long,many,none,low,large,0,0,0
YouTube_Mid-tier,Lifestyle,79923,2024-01-06 14:21:00,14,Saturday,1,Short,platform YouTube content Short category Lifestyle sentiment Neutral tier Mid-tier,566,1,0,9264,590,720597,English,True,False,0,False,False,False,False,9854,0.12329367015752662,0.11591156488119815,0.007382105276328466,9.016140535265192,0.013674772445624947,1,0,0,afternoon,long,few,none,high,small,1,1,1
Facebook_Macro,Lifestyle,373777,2024-01-06 17:28:00,17,Saturday,1,Post,platform Facebook content Post category Lifestyle sentiment Positive tier Macro,1979,22,0,6896,135,65197,English,False,False,0,False,False,False,False,7031,0.018810681235067968,0.018449503313473007,0.0003611779215949617,0.174427532994272,0.10784238538583063,1,0,0,evening,long,many,none,medium,large,0,0,0
Twitter_Macro,Fashion,499327,2024-01-06 19:56:00,19,Saturday,1,Tweet,platform Twitter content Tweet category Fashion sentiment Neutral tier Macro,622,13,0,156,131,75745,English,True,False,0,False,False,False,False,287,0.0005747736453266096,0.0003124205180172512,0.0002623531273093584,0.15169418036677368,0.0037890289788104826,1,0,0,evening,long,many,none,low,large,0,0,0
Instagram_Macro,Lifestyle,331405,2024-01-07 02:55:00,2,Sunday,1,Reel,platform Instagram content Reel category Lifestyle sentiment Positive tier Macro,53,7,0,8448,490,29382,English,True,False,0,False,False,False,False,8938,0.026970021574810276,0.025491468143208462,0.0014785534316018164,0.0886588916884175,0.3041998502484514,1,0,1,night,short,many,none,medium,medium,0,0,0
Instagram_Macro,Fashion,476563,2024-01-07 03:43:00,3,Sunday,1,Story,platform Instagram content Story category Fashion sentiment Positive tier Macro,565,12,0,1242,270,833,English,True,False,0,False,False,False,False,1512,0.0031727179827221166,0.002606161200093167,0.0005665567826289493,0.001747932592333018,1.815126050420168,1,0,0,night,long,many,none,low,large,0,0,0
TikTok_Macro,Fitness,458682,2024-01-07 05:44:00,5,Sunday,1,Video,platform TikTok content Video category Fitness sentiment Positive tier Macro,598,22,0,37311,858,439758,English,True,False,0,False,False,False,False,38169,0.08321451463105158,0.08134393762999202,0.0018705770010595576,0.9587426583122948,0.08679546477835537,1,1,0,night,long,many,none,high,large,1,1,1
Instagram_Macro,Fashion,364057,2024-01-07 05:55:00,5,Sunday,1,Story,platform Instagram content Story category Fashion sentiment Positive tier Macro,915,2,0,5138,49,47958,English,True,False,0,False,False,False,False,5187,0.014247768893332638,0.014113174585298456,0.00013459430803418145,0.13173211887149539,0.10815713749530839,1,0,0,night,long,few,none,medium,large,0,0,0
Facebook_Macro,Travel,479509,2024-01-07 07:53:00,7,Sunday,1,Story,platform Facebook content Story category Travel sentiment Negative tier Macro,1244,8,0,4532,332,24121,English,True,False,0,False,False,False,False,4864,0.010143709502845618,0.009451334594345466,0.0006923749085001533,0.05030353966244638,0.20165001451017786,1,0,0,morning,long,many,none,low,large,0,0,0
Twitter_Macro,Fitness,135479,2024-01-07 07:56:00,7,Sunday,1,Retweet,platform Twitter content Retweet category Fitness sentiment Negative tier Macro,311,1,0,4492,244,24696,English,True,False,0,False,False,False,False,4736,0.0349574472796522,0.03315643014784579,0.0018010171318064054,0.1822865536356188,0.1917719468739877,1,0,0,morning,long,few,none,medium,small,0,0,1
Twitter_Micro,Fashion,47435,2024-01-07 11:00:00,11,Sunday,1,Retweet,platform Twitter content Retweet category Fashion sentiment Neutral tier Micro,818,23,0,3186,177,27503,English,True,False,0,False,False,False,False,3363,0.07089701697059134,0.06716559502477074,0.0037314219458205967,0.579803942236745,0.12227756971966694,1,0,0,morning,long,many,none,high,small,1,1,1
Instagram_Macro,Health,373732,2024-01-07 11:19:00,11,Sunday,1,Carousel,platform Instagram content Carousel category Health sentiment Negative tier Macro,188,21,0,9902,174,760,English,True,False,0,False,False,False,False,10076,0.02696049575631736,0.026494921494546894,0.00046557426177046653,0.0020335427525606585,13.257894736842106,1,0,0,morning,long,many,none,medium,large,0,0,0
LinkedIn_Macro,Gaming,309232,2024-01-07 13:01:00,13,Sunday,1,Article,platform LinkedIn content Article category Gaming sentiment Neutral tier Macro,905,10,0,615,72,18554,English,True,False,0,False,False,False,False,687,0.0022216329487245823,0.0019887980545351064,0.00023283489418947587,0.06000025870543799,0.03702705616039668,1,0,0,afternoon,long,many,none,low,medium,0,0,0
Facebook_Macro,Health,352767,2024-01-07 13:08:00,13,Sunday,1,Live,platform Facebook content Live category Health sentiment Positive tier Macro,523,10,0,6283,165,49857,English,True,False,0,False,False,False,False,6448,0.01827835370088472,0.017810622875722503,0.00046773082516221755,0.14133124697037988,0.1293298834667148,1,0,0,afternoon,long,many,none,medium,large,0,0,0
Twitter_Macro,Lifestyle,484615,2024-01-08 04:28:00,4,Monday,1,Tweet,platform Twitter content Tweet category Lifestyle sentiment Positive tier Macro,1692,6,0,280,240,50483,English,True,False,0,False,False,False,False,520,0.0010730167246164482,0.0005777782363319336,0.0004952384882845146,0.10417135251694644,0.010300497197076243,2,0,0,night,long,many,none,low,large,0,0,0
Instagram_Macro,Travel,371362,2024-01-08 05:59:00,5,Monday,1,Reel,platform Instagram content Reel category Travel sentiment Positive tier Macro,561,6,0,545,440,46180,English,True,False,0,False,False,False,False,985,0.002652398468340864,0.0014675707261378385,0.0011848277422030257,0.12435305712485392,0.021329579904720657,2,0,1,night,long,many,none,low,large,0,0,0
LinkedIn_Macro,Lifestyle,309567,2024-01-08 06:19:00,6,Monday,1,Article,platform LinkedIn content Article category Lifestyle sentiment Neutral tier Macro,863,24,0,1635,90,14227,English,True,False,0,False,False,False,False,1725,0.0055722993729951835,0.005281570710056305,0.00029072866293887917,0.0459577409736826,0.12124833063892598,2,0,0,morning,long,many,none,low,medium,0,0,0
Instagram_Micro,Health,44931,2024-01-08 18:33:00,18,Monday,1,Carousel,platform Instagram content Carousel category Health sentiment Positive tier Micro,537,20,0,6342,62,23890,English,True,False,0,False,False,False,False,6404,0.14252965658454075,0.14114976296988715,0.0013798936146535799,0.5317041686140972,0.26806195060694854,2,0,0,evening,long,many,none,high,small,1,1,0
Twitter_Macro,Fashion,119901,2024-01-08 20:04:00,20,Monday,1,Poll,platform Twitter content Poll category Fashion sentiment Positive tier Macro,180,8,0,145,183,1947,English,True,False,0,False,False,False,False,328,0.00273559019524441,0.0012093310314342666,0.0015262591638101433,0.016238396677258737,0.16846430405752438,2,0,0,evening,long,many,none,low,small,0,0,0
Twitter_Micro,Health,26858,2024-01-08 21:37:00,21,Monday,1,Poll,platform Twitter content Poll category Health sentiment Negative tier Micro,1660,26,0,4073,129,96934,English,True,False,0,False,False,False,False,4202,0.15645245364509644,0.15164941544418795,0.004803038200908482,3.6091294958671534,0.04334908288113562,2,0,0,night,long,many,none,high,small,1,1,1
Facebook_Macro,Entertainment,321725,2024-01-09 00:43:00,0,Tuesday,1,Live,platform Facebook content Live category Entertainment sentiment Negative tier Macro,358,24,0,3270,132,10351,English,True,False,0,False,False,False,False,3402,0.010574248193332815,0.010163959903644416,0.00041028828968839846,0.03217344004973191,0.3286638972079992,2,0,0,night,long,many,none,low,medium,0,0,0
TikTok_Macro,Business,185278,2024-01-09 02:24:00,2,Tuesday,1,Video,platform TikTok content Video category Business sentiment Negative tier Macro,478,18,0,33034,309,242685,English,False,False,0,False,False,False,False,33343,0.1799620030440743,0.17829423892744956,0.0016677641166247476,1.309842506935524,0.13739209263036448,2,1,0,night,long,many,none,high,medium,1,1,0
TikTok_Macro,Fashion,371740,2024-01-09 03:27:00,3,Tuesday,1,Duet,platform TikTok content Duet category Fashion sentiment Neutral tier Macro,491,24,0,8731,994,75043,English,True,False,0,False,False,False,False,9725,0.026160757518695864,0.02348684564480551,0.0026739118738903535,0.20186958626997364,0.1295923670428954,2,0,0,night,long,many,none,medium,large,0,0,1
Instagram_Micro,Food,47275,2024-01-09 03:40:00,3,Tuesday,1,Carousel,platform Instagram content Carousel category Food sentiment Negative tier Micro,726,28,0,7684,20,3713,English,True,False,0,False,False,False,False,7704,0.1629613960867266,0.16253833950290852,0.00042305658381808567,0.07854045478582761,2.074872071101535,2,0,0,night,long,many,none,high,small,1,0,0
Facebook_Macro,Entertainment,257653,2024-01-09 11:12:00,11,Tuesday,1,Story,platform Facebook content Story category Entertainment sentiment Positive tier Macro,1512,11,0,5232,366,10075,English,True,False,0,False,False,False,False,5598,0.021726896251935742,0.02030638106290243,0.0014205151890333122,0.03910297958882683,0.5556327543424318,2,0,0,morning,long,many,none,medium,medium,0,0,0
LinkedIn_Macro,Health,277798,2024-01-09 11:48:00,11,Tuesday,1,Post,platform LinkedIn content Post category Health sentiment Positive tier Macro,755,18,0,472,94,18259,English,True,False,0,False,False,False,False,566,0.002037451673518168,0.0016990763072448325,0.0003383753662733353,0.06572761502962585,0.030998411742154553,2,0,0,morning,long,many,none,low,medium,0,0,0
Instagram_Macro,Technology,477456,2024-01-09 12:59:00,12,Tuesday,1,Story,platform Instagram content Story category Technology sentiment Negative tier Macro,965,3,0,8440,165,37752,English,True,False,0,False,False,False,False,8605,0.01802260312992192,0.01767702154753527,0.00034558158238664924,0.07906906605006535,0.22793494384403476,2,0,0,afternoon,long,few,none,medium,large,0,0,0
TikTok_Micro,Lifestyle,10027,2024-01-09 13:30:00,13,Tuesday,1,Stitch,platform TikTok content Stitch category Lifestyle sentiment Positive tier Micro,272,19,0,46571,441,302431,English,True,False,0,False,False,False,False,47012,4.688540939463449,4.644559688840132,0.04398125062331704,30.161663508526978,0.15544702758645773,2,0,0,afternoon,long,many,none,high,small,1,1,1
LinkedIn_Mid-tier,Health,74896,2024-01-09 16:37:00,16,Tuesday,1,Poll,platform LinkedIn content Poll category Health sentiment Neutral tier Mid-tier,1079,20,0,794,7,14918,English,False,False,0,False,False,False,False,801,0.010694830164494766,0.010601367229224525,9.34629352702414e-05,0.19918286690878018,0.05369352460115297,2,0,0,afternoon,long,many,none,low,small,0,0,0
Facebook_Macro,Sports,497216,2024-01-09 18:55:00,18,Tuesday,1,Video,platform Facebook content Video category Sports sentiment Positive tier Macro,291,5,0,4283,106,73605,English,True,False,0,False,False,False,False,4389,0.008827149568799073,0.008613962543441885,0.00021318702535718883,0.14803425473033852,0.05962910128388017,2,1,0,evening,long,many,none,low,large,0,0,0
YouTube_Macro,Education,272386,2024-01-09 19:32:00,19,Tuesday,1,Community Post,platform YouTube content Community Post category Education sentiment Positive tier Macro,339,2,0,13734,469,726267,English,True,False,0,False,False,False,False,14203,0.05214291483409573,0.05042109359511869,0.0017218212389770399,2.6663154493990144,0.01955616873684196,2,0,0,evening,long,few,none,high,medium,1,1,0
Facebook_Mid-tier,Gaming,93599,2024-01-09 21:52:00,21,Tuesday,1,Video,platform Facebook content Video category Gaming sentiment Negative tier Mid-tier,347,8,0,3309,303,21871,English,True,False,0,False,False,False,False,3612,0.038590155877733734,0.03535294180493381,0.003237214072799923,0.2336670263571192,0.16515019889351196,2,1,0,night,long,many,none,high,small,1,0,1
Facebook_Macro,Business,235288,2024-01-09 22:21:00,22,Tuesday,1,Live,platform Facebook content Live category Business sentiment Neutral tier Macro,42,16,0,6830,129,57034,English,True,False,0,False,False,False,False,6959,0.029576518989493726,0.029028254734623102,0.0005482642548706267,0.24240080242086295,0.12201493845776204,2,0,0,night,short,many,none,medium,medium,0,0,0
Facebook_Macro,Sports,382495,2024-01-10 05:26:00,5,Wednesday,1,Live,platform Facebook content Live category Sports sentiment Positive tier Macro,490,22,0,478,266,76686,English,True,False,0,False,False,False,False,744,0.0019451234656662178,0.0012496895384253388,0.000695433927240879,0.20048889527967687,0.00970190125968234,2,0,0,night,long,many,none,low,large,0,0,0
Twitter_Macro,Fitness,351032,2024-01-10 10:00:00,10,Wednesday,1,Thread,platform Twitter content Thread category Fitness sentiment Neutral tier Macro,303,29,0,4449,21,57922,English,True,False,0,False,False,False,False,4470,0.012733881811344834,0.012674058205519725,5.982360582510996e-05,0.1650048998381914,0.07717274955975277,2,0,0,morning,long,many,none,medium,large,0,0,0
YouTube_Macro,Lifestyle,384995,2024-01-10 11:46:00,11,Wednesday,1,Community Post,platform YouTube content Community Post category Lifestyle sentiment Neutral tier Macro,1444,5,0,4676,219,470105,English,True,False,0,False,False,False,False,4895,0.012714450837023857,0.01214561228067897,0.0005688385563448876,1.2210678060754037,0.010412567405154168,2,0,0,morning,long,many,none,medium,large,0,1,0
Instagram_Macro,Technology,404723,2024-01-10 14:57:00,14,Wednesday,1,Photo,platform Instagram content Photo category Technology sentiment Negative tier Macro,695,15,0,9883,67,43316,English,False,False,0,False,False,False,False,9950,0.024584715966228753,0.024419170642637062,0.0001655453235916911,0.10702628711489093,0.22970726752239357,2,0,0,afternoon,long,many,none,medium,large,0,0,0
LinkedIn_Macro,Lifestyle,406984,2024-01-10 15:51:00,15,Wednesday,1,Poll,platform LinkedIn content Poll category Lifestyle sentiment Neutral tier Macro,866,7,0,1895,17,15208,English,False,False,0,False,False,False,False,1912,0.004697973384703084,0.0046562027008432766,4.177068385980776e-05,0.0373675623611739,0.12572330352446082,2,0,0,afternoon,long,many,none,low,large,0,0,0
Twitter_Macro,Education,245639,2024-01-10 16:29:00,16,Wednesday,1,Thread,platform Twitter content Thread category Education sentiment Neutral tier Macro,228,15,0,400,4,45335,English,True,False,0,False,False,False,False,404,0.001644689971869288,0.0016284059127418692,1.6284059127418692e-05,0.1845594551353816,0.008911437079519136,2,0,0,afternoon,long,many,none,low,medium,0,0,0
TikTok_Mid-tier,Entertainment,52432,2024-01-10 21:11:00,21,Wednesday,1,Stitch,platform TikTok content Stitch category Entertainment sentiment Positive tier Mid-tier,87,6,0,35475,1898,187442,English,True,False,0,False,False,False,False,37373,0.7127898992981385,0.6765906316753127,0.036199267622825756,3.57495422642661,0.19938434289006732,2,0,0,night,medium,many,none,high,small,1,1,1
Instagram_Macro,Food,435000,2024-01-10 21:32:00,21,Wednesday,1,Photo,platform Instagram content Photo category Food sentiment Neutral tier Macro,1786,9,0,5088,262,14888,English,False,False,0,False,False,False,False,5350,0.012298850574712644,0.011696551724137931,0.0006022988505747127,0.03422528735632184,0.3593498119290704,2,0,0,night,long,many,none,medium,large,0,0,0
TikTok_Macro,Lifestyle,279271,2024-01-10 22:53:00,22,Wednesday,1,Duet,platform TikTok content Duet category Lifestyle sentiment Positive tier Macro,447,18,0,32338,66,479514,English,True,False,0,False,False,False,False,32404,0.1160306655542466,0.11579433596757271,0.00023632958667387592,1.7170203852172263,0.06757675479756586,2,0,0,night,long,many,none,high,medium,1,1,0
Facebook_Macro,Sports,261013,2024-01-11 00:33:00,0,Thursday,1,Live,platform Facebook content Live category Sports sentiment Positive tier Macro,573,13,0,3204,107,57955,English,True,False,0,False,False,False,False,3311,0.012685191925306403,0.012275250658013203,0.0004099412672932,0.2220387490278262,0.057130532309550515,2,0,0,night,long,many,none,medium,medium,0,0,0
Instagram_Nano,Health,892,2024-01-11 11:14:00,11,Thursday,1,Story,platform Instagram content Story category Health sentiment Neutral tier Nano,1100,21,0,2366,255,32084,English,True,False,0,False,False,False,False,2621,2.938340807174888,2.6524663677130045,0.2858744394618834,35.96860986547085,0.0816918090013714,2,0,0,morning,long,many,none,high,small,1,1,1
TikTok_Macro,Technology,225519,2024-01-11 14:24:00,14,Thursday,1,Duet,platform TikTok content Duet category Technology sentiment Neutral tier Macro,152,5,0,30187,821,71771,English,True,False,0,False,False,False,False,31008,0.13749617548853976,0.13385568400001774,0.0036404914885220315,0.31824812986932366,0.43204079642195314,2,0,0,afternoon,long,many,none,high,medium,1,0,1
LinkedIn_Macro,Sports,333768,2024-01-11 21:15:00,21,Thursday,1,Article,platform LinkedIn content Article category Sports sentiment Neutral tier Macro,931,13,0,170,19,25386,English,True,False,0,False,False,False,False,189,0.0005662615948802761,0.0005093358260827881,5.6925768797488075e-05,0.07605881929963328,0.007445048451902623,2,0,0,night,long,many,none,low,medium,0,0,0
Facebook_Micro,Food,30230,2024-01-11 22:51:00,22,Thursday,1,Post,platform Facebook content Post category Food sentiment Neutral tier Micro,1861,24,0,6580,9,31319,English,True,False,0,False,False,False,False,6589,0.21796228911677143,0.21766457161759842,0.00029771749917300693,1.0360238173999339,0.21038347329097354,2,0,0,night,long,many,none,high,small,1,1,0
TikTok_Mid-tier,Health,86675,2024-01-12 08:41:00,8,Friday,1,Video,platform TikTok content Video category Health sentiment Positive tier Mid-tier,21,28,0,31852,1590,323063,English,True,False,0,False,False,False,False,33442,0.3858321315258148,0.3674877415633112,0.018344389962503604,3.7272916065762907,0.10351541340233948,2,1,0,morning,short,many,none,high,small,1,1,1
Twitter_Macro,Health,466337,2024-01-12 12:53:00,12,Friday,1,Poll,platform Twitter content Poll category Health sentiment Neutral tier Macro,1184,16,0,2640,172,29943,English,False,False,0,False,False,False,False,2812,0.00602997403165522,0.005661142049633634,0.00036883198202158527,0.0642089304515833,0.0939117656881408,2,0,0,afternoon,long,many,none,low,large,0,0,0
