business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style
LinkedIn_Mid-tier,Health,74896,2024-01-09 16:37:00,16,Tuesday,1,Poll,platform LinkedIn content Poll category Health sentiment Neutral tier Mid-tier,1079,20,0,794,7,14918,English,False,False,0,False,False,False,False
Facebook_Macro,Sports,497216,2024-01-09 18:55:00,18,Tuesday,1,Video,platform Facebook content Video category Sports sentiment Positive tier Macro,291,5,0,4283,106,73605,English,True,False,0,False,False,False,False
YouTube_Macro,Education,272386,2024-01-09 19:32:00,19,Tuesday,1,Community Post,platform YouTube content Community Post category Education sentiment Positive tier Macro,339,2,0,13734,469,726267,English,True,False,0,False,False,False,False
Facebook_Mid-tier,Gaming,93599,2024-01-09 21:52:00,21,Tuesday,1,Video,platform Facebook content Video category Gaming sentiment Negative tier Mid-tier,347,8,0,3309,303,21871,English,True,False,0,False,False,False,False
Facebook_Macro,Business,235288,2024-01-09 22:21:00,22,Tuesday,1,Live,platform Facebook content Live category Business sentiment Neutral tier Macro,42,16,0,6830,129,57034,English,True,False,0,False,False,False,False
Facebook_Macro,Sports,382495,2024-01-10 05:26:00,5,Wednesday,1,Live,platform Facebook content Live category Sports sentiment Positive tier Macro,490,22,0,478,266,76686,English,True,False,0,False,False,False,False
Twitter_Macro,Fitness,351032,2024-01-10 10:00:00,10,Wednesday,1,Thread,platform Twitter content Thread category Fitness sentiment Neutral tier Macro,303,29,0,4449,21,57922,English,True,False,0,False,False,False,False
YouTube_Macro,Lifestyle,384995,2024-01-10 11:46:00,11,Wednesday,1,Community Post,platform YouTube content Community Post category Lifestyle sentiment Neutral tier Macro,1444,5,0,4676,219,470105,English,True,False,0,False,False,False,False
Instagram_Macro,Technology,404723,2024-01-10 14:57:00,14,Wednesday,1,Photo,platform Instagram content Photo category Technology sentiment Negative tier Macro,695,15,0,9883,67,43316,English,False,False,0,False,False,False,False
LinkedIn_Macro,Lifestyle,406984,2024-01-10 15:51:00,15,Wednesday,1,Poll,platform LinkedIn content Poll category Lifestyle sentiment Neutral tier Macro,866,7,0,1895,17,15208,English,False,False,0,False,False,False,False
Twitter_Macro,Education,245639,2024-01-10 16:29:00,16,Wednesday,1,Thread,platform Twitter content Thread category Education sentiment Neutral tier Macro,228,15,0,400,4,45335,English,True,False,0,False,False,False,False
TikTok_Mid-tier,Entertainment,52432,2024-01-10 21:11:00,21,Wednesday,1,Stitch,platform TikTok content Stitch category Entertainment sentiment Positive tier Mid-tier,87,6,0,35475,1898,187442,English,True,False,0,False,False,False,False
Instagram_Macro,Food,435000,2024-01-10 21:32:00,21,Wednesday,1,Photo,platform Instagram content Photo category Food sentiment Neutral tier Macro,1786,9,0,5088,262,14888,English,False,False,0,False,False,False,False
TikTok_Macro,Lifestyle,279271,2024-01-10 22:53:00,22,Wednesday,1,Duet,platform TikTok content Duet category Lifestyle sentiment Positive tier Macro,447,18,0,32338,66,479514,English,True,False,0,False,False,False,False
Facebook_Macro,Sports,261013,2024-01-11 00:33:00,0,Thursday,1,Live,platform Facebook content Live category Sports sentiment Positive tier Macro,573,13,0,3204,107,57955,English,True,False,0,False,False,False,False
Instagram_Nano,Health,892,2024-01-11 11:14:00,11,Thursday,1,Story,platform Instagram content Story category Health sentiment Neutral tier Nano,1100,21,0,2366,255,32084,English,True,False,0,False,False,False,False
TikTok_Macro,Technology,225519,2024-01-11 14:24:00,14,Thursday,1,Duet,platform TikTok content Duet category Technology sentiment Neutral tier Macro,152,5,0,30187,821,71771,English,True,False,0,False,False,False,False
LinkedIn_Macro,Sports,333768,2024-01-11 21:15:00,21,Thursday,1,Article,platform LinkedIn content Article category Sports sentiment Neutral tier Macro,931,13,0,170,19,25386,English,True,False,0,False,False,False,False
Facebook_Micro,Food,30230,2024-01-11 22:51:00,22,Thursday,1,Post,platform Facebook content Post category Food sentiment Neutral tier Micro,1861,24,0,6580,9,31319,English,True,False,0,False,False,False,False
TikTok_Mid-tier,Health,86675,2024-01-12 08:41:00,8,Friday,1,Video,platform TikTok content Video category Health sentiment Positive tier Mid-tier,21,28,0,31852,1590,323063,English,True,False,0,False,False,False,False
Twitter_Macro,Health,466337,2024-01-12 12:53:00,12,Friday,1,Poll,platform Twitter content Poll category Health sentiment Neutral tier Macro,1184,16,0,2640,172,29943,English,False,False,0,False,False,False,False
TikTok_Macro,Gaming,452037,2024-01-12 15:29:00,15,Friday,1,Duet,platform TikTok content Duet category Gaming sentiment Neutral tier Macro,16,26,0,25781,1671,20430,English,False,False,0,False,False,False,False
Facebook_Macro,Gaming,374670,2024-01-12 20:49:00,20,Friday,1,Post,platform Facebook content Post category Gaming sentiment Positive tier Macro,789,24,0,6543,54,43676,English,True,False,0,False,False,False,False
Facebook_Macro,Business,182875,2024-01-12 20:49:00,20,Friday,1,Live,platform Facebook content Live category Business sentiment Positive tier Macro,326,5,0,504,234,44411,English,True,False,0,False,False,False,False
Instagram_Macro,Food,148198,2024-01-12 20:59:00,20,Friday,1,Carousel,platform Instagram content Carousel category Food sentiment Neutral tier Macro,1250,27,0,4453,438,663,English,True,False,0,False,False,False,False
Facebook_Micro,Sports,21174,2024-01-12 21:17:00,21,Friday,1,Post,platform Facebook content Post category Sports sentiment Positive tier Micro,1236,4,0,6260,5,6216,English,True,False,0,False,False,False,False
Instagram_Macro,Gaming,259233,2024-01-12 21:46:00,21,Friday,1,Photo,platform Instagram content Photo category Gaming sentiment Positive tier Macro,1804,1,0,5741,410,10052,English,True,False,0,False,False,False,False
TikTok_Macro,Fitness,286335,2024-01-13 00:33:00,0,Saturday,1,Stitch,platform TikTok content Stitch category Fitness sentiment Positive tier Macro,467,9,0,38874,81,232603,English,True,False,0,False,False,False,False
Twitter_Macro,Health,475435,2024-01-13 07:02:00,7,Saturday,1,Thread,platform Twitter content Thread category Health sentiment Positive tier Macro,554,16,0,2813,177,67504,English,True,False,0,False,False,False,False
YouTube_Macro,Health,471826,2024-01-13 12:13:00,12,Saturday,1,Community Post,platform YouTube content Community Post category Health sentiment Negative tier Macro,1970,13,0,4016,921,677761,English,True,False,0,False,False,False,False
Instagram_Macro,Fitness,351424,2024-01-13 18:18:00,18,Saturday,1,Reel,platform Instagram content Reel category Fitness sentiment Neutral tier Macro,205,7,0,1899,280,45999,English,True,False,0,False,False,False,False
Twitter_Macro,Fashion,195649,2024-01-13 18:53:00,18,Saturday,1,Tweet,platform Twitter content Tweet category Fashion sentiment Neutral tier Macro,1569,24,0,1910,32,17951,English,True,False,0,False,False,False,False
YouTube_Macro,Technology,453322,2024-01-13 19:06:00,19,Saturday,1,Community Post,platform YouTube content Community Post category Technology sentiment Neutral tier Macro,739,22,0,9823,417,639335,English,True,False,0,False,False,False,False
Twitter_Macro,Travel,316317,2024-01-14 00:50:00,0,Sunday,1,Thread,platform Twitter content Thread category Travel sentiment Positive tier Macro,1229,4,0,2576,103,63465,English,True,False,0,False,False,False,False
LinkedIn_Mid-tier,Sports,70581,2024-01-14 05:41:00,5,Sunday,1,Poll,platform LinkedIn content Poll category Sports sentiment Positive tier Mid-tier,550,1,0,1545,120,2194,English,True,False,0,False,False,False,False
YouTube_Macro,Health,223902,2024-01-14 09:07:00,9,Sunday,1,Video,platform YouTube content Video category Health sentiment Positive tier Macro,160,10,0,7987,542,398393,English,True,False,0,False,False,False,False
Facebook_Macro,Business,328440,2024-01-14 21:15:00,21,Sunday,1,Live,platform Facebook content Live category Business sentiment Positive tier Macro,311,29,0,1062,134,28161,English,True,False,0,False,False,False,False
YouTube_Macro,Gaming,448840,2024-01-14 21:35:00,21,Sunday,1,Short,platform YouTube content Short category Gaming sentiment Negative tier Macro,595,12,0,1100,821,711542,English,False,False,0,False,False,False,False
TikTok_Macro,Business,295403,2024-01-15 05:40:00,5,Monday,1,Stitch,platform TikTok content Stitch category Business sentiment Neutral tier Macro,20,8,0,19793,1018,257816,English,True,False,0,False,False,False,False
Facebook_Macro,Sports,122533,2024-01-15 10:52:00,10,Monday,1,Post,platform Facebook content Post category Sports sentiment Positive tier Macro,1408,7,0,4674,114,12139,English,True,False,0,False,False,False,False
LinkedIn_Micro,Fashion,40387,2024-01-15 22:34:00,22,Monday,1,Article,platform LinkedIn content Article category Fashion sentiment Neutral tier Micro,1264,1,0,1574,48,23296,English,False,False,0,False,False,False,False
Instagram_Macro,Education,235868,2024-01-16 02:59:00,2,Tuesday,1,Story,platform Instagram content Story category Education sentiment Positive tier Macro,1100,25,0,150,43,2900,English,True,False,0,False,False,False,False
Facebook_Macro,Technology,128453,2024-01-16 06:59:00,6,Tuesday,1,Video,platform Facebook content Video category Technology sentiment Neutral tier Macro,252,5,0,286,219,69548,English,True,False,0,False,False,False,False
Instagram_Macro,Technology,240935,2024-01-16 08:26:00,8,Tuesday,1,Photo,platform Instagram content Photo category Technology sentiment Positive tier Macro,170,20,0,9875,148,34673,English,True,False,0,False,False,False,False
Twitter_Mid-tier,Technology,60754,2024-01-16 15:13:00,15,Tuesday,1,Retweet,platform Twitter content Retweet category Technology sentiment Negative tier Mid-tier,702,0,0,2508,106,19802,English,True,False,0,False,False,False,False
Instagram_Macro,Education,209384,2024-01-16 23:45:00,23,Tuesday,1,Story,platform Instagram content Story category Education sentiment Positive tier Macro,231,9,0,1379,34,4199,English,True,False,0,False,False,False,False
YouTube_Nano,Gaming,8798,2024-01-17 06:33:00,6,Wednesday,1,Video,platform YouTube content Video category Gaming sentiment Positive tier Nano,504,6,0,4368,808,190721,English,False,False,0,False,False,False,False
Facebook_Macro,Education,211133,2024-01-17 07:13:00,7,Wednesday,1,Video,platform Facebook content Video category Education sentiment Neutral tier Macro,492,26,0,647,131,5057,English,False,False,0,False,False,False,False
Twitter_Macro,Sports,498316,2024-01-17 08:35:00,8,Wednesday,1,Poll,platform Twitter content Poll category Sports sentiment Positive tier Macro,1306,7,0,3399,215,53196,English,True,False,0,False,False,False,False
Facebook_Mid-tier,Lifestyle,64065,2024-01-17 11:50:00,11,Wednesday,1,Live,platform Facebook content Live category Lifestyle sentiment Neutral tier Mid-tier,595,11,0,7091,159,35164,English,False,False,0,False,False,False,False
Instagram_Macro,Health,371799,2024-01-17 13:01:00,13,Wednesday,1,Reel,platform Instagram content Reel category Health sentiment Positive tier Macro,99,21,0,412,142,40620,English,True,False,0,False,False,False,False
YouTube_Macro,Health,216772,2024-01-17 16:08:00,16,Wednesday,1,Live,platform YouTube content Live category Health sentiment Neutral tier Macro,34,24,0,19639,806,725703,English,True,False,0,False,False,False,False
Instagram_Macro,Technology,313065,2024-01-17 17:42:00,17,Wednesday,1,Photo,platform Instagram content Photo category Technology sentiment Neutral tier Macro,211,10,0,3668,263,3706,English,True,False,0,False,False,False,False
Twitter_Macro,Fitness,216637,2024-01-17 19:59:00,19,Wednesday,1,Poll,platform Twitter content Poll category Fitness sentiment Positive tier Macro,183,19,0,26,207,94651,English,False,False,0,False,False,False,False
Facebook_Macro,Business,230965,2024-01-17 22:08:00,22,Wednesday,1,Video,platform Facebook content Video category Business sentiment Negative tier Macro,177,6,0,5171,250,70298,English,True,False,0,False,False,False,False
Twitter_Mid-tier,Fitness,94953,2024-01-17 22:12:00,22,Wednesday,1,Retweet,platform Twitter content Retweet category Fitness sentiment Neutral tier Mid-tier,1786,7,0,3940,142,37624,English,True,False,0,False,False,False,False
Twitter_Macro,Fashion,417600,2024-01-18 11:21:00,11,Thursday,1,Poll,platform Twitter content Poll category Fashion sentiment Negative tier Macro,1358,24,0,1613,51,89627,English,True,False,0,False,False,False,False
TikTok_Macro,Fashion,334144,2024-01-18 11:35:00,11,Thursday,1,Video,platform TikTok content Video category Fashion sentiment Negative tier Macro,199,8,0,5391,243,9876,English,True,False,0,False,False,False,False
Facebook_Macro,Fashion,331736,2024-01-18 16:52:00,16,Thursday,1,Post,platform Facebook content Post category Fashion sentiment Positive tier Macro,1143,26,0,3046,9,60195,English,True,False,0,False,False,False,False
Facebook_Macro,Food,191616,2024-01-19 01:27:00,1,Friday,1,Post,platform Facebook content Post category Food sentiment Positive tier Macro,1621,23,0,3401,57,76452,English,True,False,0,False,False,False,False
Instagram_Macro,Gaming,389329,2024-01-19 19:06:00,19,Friday,1,Photo,platform Instagram content Photo category Gaming sentiment Neutral tier Macro,1257,25,0,5564,46,22263,English,True,False,0,False,False,False,False
LinkedIn_Macro,Entertainment,419135,2024-01-19 20:50:00,20,Friday,1,Poll,platform LinkedIn content Poll category Entertainment sentiment Neutral tier Macro,1133,7,0,1615,83,1184,English,True,False,0,False,False,False,False
Facebook_Macro,Sports,333889,2024-01-19 21:00:00,21,Friday,1,Video,platform Facebook content Video category Sports sentiment Positive tier Macro,408,21,0,7957,303,33600,English,True,False,0,False,False,False,False
LinkedIn_Macro,Business,344068,2024-01-20 03:42:00,3,Saturday,1,Post,platform LinkedIn content Post category Business sentiment Negative tier Macro,1150,14,0,1964,112,26278,English,True,False,0,False,False,False,False
Instagram_Mid-tier,Technology,51542,2024-01-20 08:35:00,8,Saturday,1,Carousel,platform Instagram content Carousel category Technology sentiment Positive tier Mid-tier,1665,24,0,1169,171,49825,English,True,False,0,False,False,False,False
Twitter_Macro,Fitness,105394,2024-01-20 12:50:00,12,Saturday,1,Retweet,platform Twitter content Retweet category Fitness sentiment Neutral tier Macro,520,4,0,4251,281,43738,English,True,False,0,False,False,False,False
Facebook_Macro,Sports,177685,2024-01-20 15:58:00,15,Saturday,1,Video,platform Facebook content Video category Sports sentiment Neutral tier Macro,282,9,0,4917,86,16484,English,True,False,0,False,False,False,False
Instagram_Macro,Entertainment,487213,2024-01-20 20:45:00,20,Saturday,1,Reel,platform Instagram content Reel category Entertainment sentiment Positive tier Macro,53,16,0,1417,62,32890,English,True,False,0,False,False,False,False
Facebook_Macro,Travel,117699,2024-01-20 23:46:00,23,Saturday,1,Story,platform Facebook content Story category Travel sentiment Positive tier Macro,415,27,0,4929,226,71992,English,True,False,0,False,False,False,False
Facebook_Macro,Sports,220994,2024-01-21 01:44:00,1,Sunday,1,Post,platform Facebook content Post category Sports sentiment Neutral tier Macro,833,2,0,7406,273,20661,English,True,False,0,False,False,False,False
Instagram_Macro,Travel,383497,2024-01-21 01:55:00,1,Sunday,1,Photo,platform Instagram content Photo category Travel sentiment Positive tier Macro,314,5,0,1488,333,21794,English,True,False,0,False,False,False,False
Instagram_Macro,Travel,319398,2024-01-21 12:55:00,12,Sunday,1,Story,platform Instagram content Story category Travel sentiment Positive tier Macro,429,6,0,5701,337,4501,English,True,False,0,False,False,False,False
TikTok_Nano,Food,7666,2024-01-21 16:30:00,16,Sunday,1,Stitch,platform TikTok content Stitch category Food sentiment Positive tier Nano,289,22,0,39344,1057,483575,English,True,False,0,False,False,False,False
Facebook_Macro,Lifestyle,388195,2024-01-21 19:09:00,19,Sunday,1,Story,platform Facebook content Story category Lifestyle sentiment Positive tier Macro,379,15,0,7105,184,57034,English,True,False,0,False,False,False,False
Facebook_Macro,Education,197420,2024-01-21 22:30:00,22,Sunday,1,Video,platform Facebook content Video category Education sentiment Positive tier Macro,489,20,0,3160,17,64490,English,True,False,0,False,False,False,False
YouTube_Mid-tier,Gaming,94188,2024-01-22 00:59:00,0,Monday,1,Video,platform YouTube content Video category Gaming sentiment Negative tier Mid-tier,315,22,0,1601,167,69858,English,True,False,0,False,False,False,False
Instagram_Macro,Technology,338316,2024-01-22 05:18:00,5,Monday,1,Reel,platform Instagram content Reel category Technology sentiment Positive tier Macro,396,6,0,5014,121,34570,English,True,False,0,False,False,False,False
Facebook_Macro,Health,223263,2024-01-22 10:10:00,10,Monday,1,Post,platform Facebook content Post category Health sentiment Positive tier Macro,1175,14,0,4000,301,17282,English,False,False,0,False,False,False,False
Instagram_Mid-tier,Technology,67550,2024-01-22 19:48:00,19,Monday,1,Carousel,platform Instagram content Carousel category Technology sentiment Neutral tier Mid-tier,1344,13,0,3582,261,32102,English,True,False,0,False,False,False,False
Twitter_Macro,Education,412694,2024-01-22 22:24:00,22,Monday,1,Tweet,platform Twitter content Tweet category Education sentiment Positive tier Macro,1131,27,0,4511,242,26120,English,True,False,0,False,False,False,False
