antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_size,consequent_size,consequent_item,count,antecedent_count,antecedents_str,reliability,target_score,count_score,lift_score,recommendation_score,strength_score,recommendation_text
frozenset({'hashtag=mothersday'}),frozenset({'performance=high_view_rate'}),0.039473684210526314,0.3026315789473684,0.02631578947368421,0.6666666666666666,2.2028985507246377,0.014369806094182825,2.0921052631578947,0.5684931506849316,1,1,performance=high_view_rate,2,3,{hashtag=mothersday},weak,1.0,0.2,0.7342995169082126,0.6036231884057971,1.468599033816425,"Try using {hashtag=mothersday}. This pattern appeared in 3 posts and 2 reached high_view_rate. Confidence: 66.7%, lift: 2.20x. Reliability: weak. Small sample size, treat as experiment."
frozenset({'hashtag=ramadan2025'}),frozenset({'performance=high_view_rate'}),0.06578947368421052,0.3026315789473684,0.02631578947368421,0.4,1.3217391304347827,0.006405817174515237,1.1622807017543861,0.26056338028169024,1,1,performance=high_view_rate,2,5,{hashtag=ramadan2025},weak,1.0,0.2,0.4405797101449276,0.4221739130434783,0.5286956521739131,"Try using {hashtag=ramadan2025}. This pattern appeared in 5 posts and 2 reached high_view_rate. Confidence: 40.0%, lift: 1.32x. Reliability: weak. Small sample size, treat as experiment."
frozenset({'hashtag=ramadan2025'}),frozenset({'performance=low_view_rate'}),0.06578947368421052,0.5131578947368421,0.039473684210526314,0.6,1.169230769230769,0.005713296398891961,1.2171052631578945,0.15492957746478855,1,1,performance=low_view_rate,3,5,{hashtag=ramadan2025},weak,-1.0,0.3,0.3897435897435897,0.30192307692307685,0.7015384615384614,"Try using {hashtag=ramadan2025}. This pattern appeared in 5 posts and 3 reached low_view_rate. Confidence: 60.0%, lift: 1.17x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=ramadankareem'}),frozenset({'performance=high_view_rate'}),0.07894736842105263,0.3026315789473684,0.039473684210526314,0.5,1.6521739130434783,0.015581717451523546,1.3947368421052633,0.4285714285714286,1,1,performance=high_view_rate,3,6,{hashtag=ramadankareem},weak,1.0,0.3,0.5507246376811594,0.5152173913043478,0.8260869565217391,"Try using {hashtag=ramadankareem}. This pattern appeared in 6 posts and 3 reached high_view_rate. Confidence: 50.0%, lift: 1.65x. Reliability: weak. Small sample size, treat as experiment."
frozenset({'hashtag=ramadankareem'}),frozenset({'performance=low_view_rate'}),0.07894736842105263,0.5131578947368421,0.039473684210526314,0.5,0.9743589743589742,-0.001038781163434907,0.9736842105263157,-0.027777777777777887,1,1,performance=low_view_rate,3,6,{hashtag=ramadankareem},weak,-1.0,0.3,0.32478632478632474,0.24743589743589742,0.4871794871794871,"Try using {hashtag=ramadankareem}. This pattern appeared in 6 posts and 3 reached low_view_rate. Confidence: 50.0%, lift: 0.97x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=today_and_everyday'}),frozenset({'performance=avg_view_rate'}),0.21052631578947367,0.18421052631578946,0.09210526315789473,0.4375,2.375,0.05332409972299169,1.4502923976608186,0.7333333333333333,1,1,performance=avg_view_rate,7,16,{hashtag=today_and_everyday},weak,0.6,0.7,0.7916666666666666,0.6256250000000001,1.0390625,"Try using {hashtag=today_and_everyday}. This pattern appeared in 16 posts and 7 reached avg_view_rate. Confidence: 43.8%, lift: 2.38x. Reliability: weak. Small sample size, treat as experiment."
frozenset({'hashtag=today_and_everyday'}),frozenset({'performance=low_view_rate'}),0.21052631578947367,0.5131578947368421,0.11842105263157894,0.5625,1.096153846153846,0.010387811634349015,1.112781954887218,0.11111111111111095,1,1,performance=low_view_rate,9,16,{hashtag=today_and_everyday},weak,-1.0,0.9,0.36538461538461536,0.4314903846153846,0.6165865384615384,"Try using {hashtag=today_and_everyday}. This pattern appeared in 16 posts and 9 reached low_view_rate. Confidence: 56.2%, lift: 1.10x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=todayandeveryday'}),frozenset({'performance=high_view_rate'}),0.02631578947368421,0.3026315789473684,0.02631578947368421,1.0,3.3043478260869565,0.01835180055401662,inf,0.7162162162162162,1,1,performance=high_view_rate,2,2,{hashtag=todayandeveryday},weak,1.0,0.2,1.0,0.7999999999999999,3.3043478260869565,"Try using {hashtag=todayandeveryday}. This pattern appeared in 2 posts and 2 reached high_view_rate. Confidence: 100.0%, lift: 3.30x. Reliability: weak. Small sample size, treat as experiment."
frozenset({'hashtag=vanilla'}),frozenset({'performance=high_view_rate'}),0.25,0.3026315789473684,0.10526315789473684,0.42105263157894735,1.391304347826087,0.02960526315789473,1.2045454545454546,0.37499999999999994,1,1,performance=high_view_rate,8,19,{hashtag=vanilla},weak,1.0,0.8,0.463768115942029,0.5864988558352403,0.585812356979405,"Try using {hashtag=vanilla}. This pattern appeared in 19 posts and 8 reached high_view_rate. Confidence: 42.1%, lift: 1.39x. Reliability: weak. Small sample size, treat as experiment."
frozenset({'hashtag=vanilla'}),frozenset({'performance=low_view_rate'}),0.25,0.5131578947368421,0.07894736842105263,0.3157894736842105,0.6153846153846153,-0.04934210526315791,0.7115384615384615,-0.45454545454545464,1,1,performance=low_view_rate,6,19,{hashtag=vanilla},weak,-1.0,0.6,0.2051282051282051,0.22206477732793514,0.194331983805668,"Try using {hashtag=vanilla}. This pattern appeared in 19 posts and 6 reached low_view_rate. Confidence: 31.6%, lift: 0.62x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=vanilla_cake'}),frozenset({'performance=high_view_rate'}),0.09210526315789473,0.3026315789473684,0.05263157894736842,0.5714285714285714,1.8881987577639752,0.024757617728531855,1.6271929824561404,0.5181159420289855,1,1,performance=high_view_rate,4,7,{hashtag=vanilla_cake},weak,1.0,0.4,0.629399585921325,0.5888198757763975,1.0789707187222715,"Try using {hashtag=vanilla_cake}. This pattern appeared in 7 posts and 4 reached high_view_rate. Confidence: 57.1%, lift: 1.89x. Reliability: weak. Small sample size, treat as experiment."
frozenset({'hashtag=vanilla_cake'}),frozenset({'performance=low_view_rate'}),0.09210526315789473,0.5131578947368421,0.039473684210526314,0.42857142857142855,0.8351648351648351,-0.007790858725761775,0.8519736842105263,-0.1785714285714286,1,1,performance=low_view_rate,3,7,{hashtag=vanilla_cake},weak,-1.0,0.3,0.27838827838827834,0.20851648351648347,0.35792778649921503,"Try using {hashtag=vanilla_cake}. This pattern appeared in 7 posts and 3 reached low_view_rate. Confidence: 42.9%, lift: 0.84x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=vanilla_today_and_everyday'}),frozenset({'performance=high_view_rate'}),0.4473684210526316,0.3026315789473684,0.21052631578947367,0.47058823529411764,1.5549872122762147,0.07513850415512463,1.3172514619883042,0.6458333333333333,1,1,performance=high_view_rate,16,34,{hashtag=vanilla_today_and_everyday},weak,1.0,1.0,0.5183290707587382,0.6702046035805626,0.7317586881299833,"Try using {hashtag=vanilla_today_and_everyday}. This pattern appeared in 34 posts and 16 reached high_view_rate. Confidence: 47.1%, lift: 1.55x. Reliability: weak. Small sample size, treat as experiment."
frozenset({'hashtag=vanilla_today_and_everyday'}),frozenset({'performance=low_view_rate'}),0.4473684210526316,0.5131578947368421,0.18421052631578946,0.4117647058823529,0.8024132730015082,-0.04536011080332414,0.8276315789473683,-0.3082352941176473,1,1,performance=low_view_rate,14,34,{hashtag=vanilla_today_and_everyday},weak,-1.0,1.0,0.26747109100050276,0.37435897435897436,0.3304054653535622,"Try using {hashtag=vanilla_today_and_everyday}. This pattern appeared in 34 posts and 14 reached low_view_rate. Confidence: 41.2%, lift: 0.80x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=الصباح'}),frozenset({'performance=avg_view_rate'}),0.02631578947368421,0.18421052631578946,0.02631578947368421,1.0,5.428571428571429,0.02146814404432133,inf,0.8378378378378379,1,1,performance=avg_view_rate,2,2,{hashtag=الصباح},weak,0.6,0.2,1.0,0.76,5.428571428571429,"Try using {hashtag=الصباح}. This pattern appeared in 2 posts and 2 reached avg_view_rate. Confidence: 100.0%, lift: 5.43x. Reliability: weak. Small sample size, treat as experiment."
frozenset({'hashtag=اليوم_وكل_يوم'}),frozenset({'performance=avg_view_rate'}),0.09210526315789473,0.18421052631578946,0.039473684210526314,0.42857142857142855,2.326530612244898,0.022506925207756233,1.4276315789473684,0.6280193236714976,1,1,performance=avg_view_rate,3,7,{hashtag=اليوم_وكل_يوم},weak,0.6,0.3,0.7755102040816326,0.5176530612244898,0.9970845481049562,"Try using {hashtag=اليوم_وكل_يوم}. This pattern appeared in 7 posts and 3 reached avg_view_rate. Confidence: 42.9%, lift: 2.33x. Reliability: weak. Small sample size, treat as experiment."
frozenset({'hashtag=اليوم_وكل_يوم'}),frozenset({'performance=low_view_rate'}),0.09210526315789473,0.5131578947368421,0.05263157894736842,0.5714285714285714,1.1135531135531134,0.00536703601108033,1.1359649122807016,0.11231884057971009,1,1,performance=low_view_rate,4,7,{hashtag=اليوم_وكل_يوم},weak,-1.0,0.4,0.37118437118437114,0.31135531135531136,0.6363160648874934,"Try using {hashtag=اليوم_وكل_يوم}. This pattern appeared in 7 posts and 4 reached low_view_rate. Confidence: 57.1%, lift: 1.11x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=طعام'}),frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,1,1,performance=low_view_rate,2,2,{hashtag=طعام},weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=طعام}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=فانيلا'}),frozenset({'performance=avg_view_rate'}),0.10526315789473684,0.18421052631578946,0.039473684210526314,0.375,2.035714285714286,0.02008310249307479,1.305263157894737,0.5686274509803922,1,1,performance=avg_view_rate,3,8,{hashtag=فانيلا},weak,0.6,0.3,0.6785714285714287,0.4698214285714286,0.7633928571428572,"Try using {hashtag=فانيلا}. This pattern appeared in 8 posts and 3 reached avg_view_rate. Confidence: 37.5%, lift: 2.04x. Reliability: weak. Small sample size, treat as experiment."
frozenset({'hashtag=فانيلا'}),frozenset({'performance=low_view_rate'}),0.10526315789473684,0.5131578947368421,0.05263157894736842,0.5,0.9743589743589742,-0.001385041551246545,0.9736842105263157,-0.028571428571428727,1,1,performance=low_view_rate,4,8,{hashtag=فانيلا},weak,-1.0,0.4,0.32478632478632474,0.27243589743589747,0.4871794871794871,"Try using {hashtag=فانيلا}. This pattern appeared in 8 posts and 4 reached low_view_rate. Confidence: 50.0%, lift: 0.97x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=فانيلا_اليوم_وكل_يوم'}),frozenset({'performance=low_view_rate'}),0.618421052631579,0.5131578947368421,0.35526315789473684,0.5744680851063829,1.1194762684124384,0.03791551246537389,1.1440789473684208,0.2796934865900378,1,1,performance=low_view_rate,27,47,{hashtag=فانيلا_اليوم_وكل_يوم},strong,-1.0,1.0,0.37315875613747945,0.46301145662847787,0.6431033882369327,"Try using {hashtag=فانيلا_اليوم_وكل_يوم}. This pattern appeared in 47 posts and 27 reached low_view_rate. Confidence: 57.4%, lift: 1.12x. Reliability: strong. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=قهوة'}),frozenset({'performance=avg_view_rate'}),0.10526315789473684,0.18421052631578946,0.06578947368421052,0.625,3.3928571428571432,0.046398891966759004,2.175438596491228,0.788235294117647,1,1,performance=avg_view_rate,5,8,{hashtag=قهوة},medium,0.6,0.5,1.0,0.7037500000000001,2.1205357142857144,"Try using {hashtag=قهوة}. This pattern appeared in 8 posts and 5 reached avg_view_rate. Confidence: 62.5%, lift: 3.39x. Reliability: medium. Treat this as promising but continue testing."
frozenset({'hashtag=قهوة'}),frozenset({'performance=low_view_rate'}),0.10526315789473684,0.5131578947368421,0.039473684210526314,0.375,0.7307692307692307,-0.01454293628808865,0.7789473684210526,-0.2916666666666668,1,1,performance=low_view_rate,3,8,{hashtag=قهوة},weak,-1.0,0.3,0.24358974358974358,0.17932692307692302,0.2740384615384615,"Try using {hashtag=قهوة}. This pattern appeared in 8 posts and 3 reached low_view_rate. Confidence: 37.5%, lift: 0.73x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=كيك'}),frozenset({'performance=avg_view_rate'}),0.10526315789473684,0.18421052631578946,0.039473684210526314,0.375,2.035714285714286,0.02008310249307479,1.305263157894737,0.5686274509803922,1,1,performance=avg_view_rate,3,8,{hashtag=كيك},weak,0.6,0.3,0.6785714285714287,0.4698214285714286,0.7633928571428572,"Try using {hashtag=كيك}. This pattern appeared in 8 posts and 3 reached avg_view_rate. Confidence: 37.5%, lift: 2.04x. Reliability: weak. Small sample size, treat as experiment."
frozenset({'hashtag=كيك'}),frozenset({'performance=low_view_rate'}),0.10526315789473684,0.5131578947368421,0.06578947368421052,0.625,1.2179487179487178,0.01177285318559556,1.2982456140350875,0.19999999999999987,1,1,performance=low_view_rate,5,8,{hashtag=كيك},medium,-1.0,0.5,0.40598290598290593,0.36554487179487183,0.7612179487179487,"Try using {hashtag=كيك}. This pattern appeared in 8 posts and 5 reached low_view_rate. Confidence: 62.5%, lift: 1.22x. Reliability: medium. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=يوم_الأم'}),frozenset({'performance=high_view_rate'}),0.039473684210526314,0.3026315789473684,0.02631578947368421,0.6666666666666666,2.2028985507246377,0.014369806094182825,2.0921052631578947,0.5684931506849316,1,1,performance=high_view_rate,2,3,{hashtag=يوم_الأم},weak,1.0,0.2,0.7342995169082126,0.6036231884057971,1.468599033816425,"Try using {hashtag=يوم_الأم}. This pattern appeared in 3 posts and 2 reached high_view_rate. Confidence: 66.7%, lift: 2.20x. Reliability: weak. Small sample size, treat as experiment."
"frozenset({'hashtag=coffee', 'hashtag=cake'})",frozenset({'performance=avg_view_rate'}),0.05263157894736842,0.18421052631578946,0.039473684210526314,0.75,4.071428571428572,0.029778393351800554,3.263157894736842,0.7962962962962964,2,1,performance=avg_view_rate,3,4,"{hashtag=cake, hashtag=coffee}",weak,0.6,0.3,1.0,0.6975,3.053571428571429,"Try using {hashtag=cake, hashtag=coffee}. This pattern appeared in 4 posts and 3 reached avg_view_rate. Confidence: 75.0%, lift: 4.07x. Reliability: weak. Small sample size, treat as experiment."
"frozenset({'hashtag=desserts', 'hashtag=cake'})",frozenset({'performance=low_view_rate'}),0.039473684210526314,0.5131578947368421,0.039473684210526314,1.0,1.9487179487179485,0.019217451523545703,inf,0.5068493150684931,2,1,performance=low_view_rate,3,3,"{hashtag=cake, hashtag=desserts}",experimental,-1.0,0.3,0.6495726495726495,0.5198717948717948,1.9487179487179485,"Try using {hashtag=cake, hashtag=desserts}. This pattern appeared in 3 posts and 3 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: experimental. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=food', 'hashtag=cake'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=cake, hashtag=food}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=cake, hashtag=food}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=cake', 'hashtag=today_and_everyday'})",frozenset({'performance=avg_view_rate'}),0.09210526315789473,0.18421052631578946,0.039473684210526314,0.42857142857142855,2.326530612244898,0.022506925207756233,1.4276315789473684,0.6280193236714976,2,1,performance=avg_view_rate,3,7,"{hashtag=cake, hashtag=today_and_everyday}",weak,0.6,0.3,0.7755102040816326,0.5176530612244898,0.9970845481049562,"Try using {hashtag=cake, hashtag=today_and_everyday}. This pattern appeared in 7 posts and 3 reached avg_view_rate. Confidence: 42.9%, lift: 2.33x. Reliability: weak. Small sample size, treat as experiment."
"frozenset({'hashtag=cake', 'hashtag=today_and_everyday'})",frozenset({'performance=low_view_rate'}),0.09210526315789473,0.5131578947368421,0.05263157894736842,0.5714285714285714,1.1135531135531134,0.00536703601108033,1.1359649122807016,0.11231884057971009,2,1,performance=low_view_rate,4,7,"{hashtag=cake, hashtag=today_and_everyday}",weak,-1.0,0.4,0.37118437118437114,0.31135531135531136,0.6363160648874934,"Try using {hashtag=cake, hashtag=today_and_everyday}. This pattern appeared in 7 posts and 4 reached low_view_rate. Confidence: 57.1%, lift: 1.11x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=cake', 'hashtag=vanilla'})",frozenset({'performance=low_view_rate'}),0.05263157894736842,0.5131578947368421,0.039473684210526314,0.75,1.4615384615384615,0.012465373961218832,1.9473684210526314,0.33333333333333326,2,1,performance=low_view_rate,3,4,"{hashtag=cake, hashtag=vanilla}",weak,-1.0,0.3,0.48717948717948717,0.3836538461538461,1.096153846153846,"Try using {hashtag=cake, hashtag=vanilla}. This pattern appeared in 4 posts and 3 reached low_view_rate. Confidence: 75.0%, lift: 1.46x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=طعام', 'hashtag=cake'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=cake, hashtag=طعام}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=cake, hashtag=طعام}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=cake', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.02631578947368421,0.4,2.1714285714285717,0.014196675900277008,1.3596491228070176,0.5774647887323944,2,1,performance=avg_view_rate,2,5,"{hashtag=cake, hashtag=فانيلا_اليوم_وكل_يوم}",weak,0.6,0.2,0.7238095238095239,0.46714285714285714,0.8685714285714288,"Try using {hashtag=cake, hashtag=فانيلا_اليوم_وكل_يوم}. This pattern appeared in 5 posts and 2 reached avg_view_rate. Confidence: 40.0%, lift: 2.17x. Reliability: weak. Small sample size, treat as experiment."
"frozenset({'hashtag=cake', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=low_view_rate'}),0.06578947368421052,0.5131578947368421,0.039473684210526314,0.6,1.169230769230769,0.005713296398891961,1.2171052631578945,0.15492957746478855,2,1,performance=low_view_rate,3,5,"{hashtag=cake, hashtag=فانيلا_اليوم_وكل_يوم}",weak,-1.0,0.3,0.3897435897435897,0.30192307692307685,0.7015384615384614,"Try using {hashtag=cake, hashtag=فانيلا_اليوم_وكل_يوم}. This pattern appeared in 5 posts and 3 reached low_view_rate. Confidence: 60.0%, lift: 1.17x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=قهوة', 'hashtag=cake'})",frozenset({'performance=avg_view_rate'}),0.05263157894736842,0.18421052631578946,0.039473684210526314,0.75,4.071428571428572,0.029778393351800554,3.263157894736842,0.7962962962962964,2,1,performance=avg_view_rate,3,4,"{hashtag=cake, hashtag=قهوة}",weak,0.6,0.3,1.0,0.6975,3.053571428571429,"Try using {hashtag=cake, hashtag=قهوة}. This pattern appeared in 4 posts and 3 reached avg_view_rate. Confidence: 75.0%, lift: 4.07x. Reliability: weak. Small sample size, treat as experiment."
"frozenset({'hashtag=cake', 'hashtag=كيك'})",frozenset({'performance=avg_view_rate'}),0.09210526315789473,0.18421052631578946,0.039473684210526314,0.42857142857142855,2.326530612244898,0.022506925207756233,1.4276315789473684,0.6280193236714976,2,1,performance=avg_view_rate,3,7,"{hashtag=cake, hashtag=كيك}",weak,0.6,0.3,0.7755102040816326,0.5176530612244898,0.9970845481049562,"Try using {hashtag=cake, hashtag=كيك}. This pattern appeared in 7 posts and 3 reached avg_view_rate. Confidence: 42.9%, lift: 2.33x. Reliability: weak. Small sample size, treat as experiment."
"frozenset({'hashtag=cake', 'hashtag=كيك'})",frozenset({'performance=low_view_rate'}),0.09210526315789473,0.5131578947368421,0.05263157894736842,0.5714285714285714,1.1135531135531134,0.00536703601108033,1.1359649122807016,0.11231884057971009,2,1,performance=low_view_rate,4,7,"{hashtag=cake, hashtag=كيك}",weak,-1.0,0.4,0.37118437118437114,0.31135531135531136,0.6363160648874934,"Try using {hashtag=cake, hashtag=كيك}. This pattern appeared in 7 posts and 4 reached low_view_rate. Confidence: 57.1%, lift: 1.11x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=coffee', 'hashtag=desserts'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=coffee, hashtag=desserts}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=coffee, hashtag=desserts}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=morning', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.02631578947368421,0.18421052631578946,0.02631578947368421,1.0,5.428571428571429,0.02146814404432133,inf,0.8378378378378379,2,1,performance=avg_view_rate,2,2,"{hashtag=coffee, hashtag=morning}",weak,0.6,0.2,1.0,0.76,5.428571428571429,"Try using {hashtag=coffee, hashtag=morning}. This pattern appeared in 2 posts and 2 reached avg_view_rate. Confidence: 100.0%, lift: 5.43x. Reliability: weak. Small sample size, treat as experiment."
