business_name,sector,followers_count,post_date,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,clean_caption,topic_id,Topic,Name
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-17,Sunday,September,reel,NEW! 🥳 Mix Berries Cake 🥳 The cake you always dreamed about is now available at all VANILLA Branches 😋😋 #Mixberries #Cake #New #VANILLA #Today_and_Everyday #CakeAndCoffee #كيك #مكس_بيريز #جديد #فانيلا_اليوم_وكل_يوم,260,10,6,1063,0,106000,Mixed,True,True,True,False,False,True,0,new mix berries cake the cake you always dreamed about is now available at all vanilla branches,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-13,Wednesday,September,reel,جربتوا الطرطقة؟ 🤭🤔 VANILLA® Cake & Coffee . chocolatetriffle #VANILLA #today_and_everyday #Cake #Coffee #فانيلا #كيك #شوكولاتة #قهوة #اليوم_وكل_يوم #Chocolate #triffle,210,11,2,1721,23,140000,Mixed,True,False,False,False,False,True,0,جربتوا الطرطقه؟ vanilla cake coffee chocolatetriffle,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-12,Tuesday,September,reel,قاعدين على قلوبكم ❤️🥳 #فانيلا_اليوم_وكل_يوم #كيك #قهوة #وينجز #مشاريب VANILLA #Today_and_Everyday #wings #coffee #cake #drinks,156,10,2,1080,7,143000,Mixed,False,False,False,False,False,True,0,قاعدين علي قلوبكم vanilla,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-10,Sunday,September,reel,"Taste Like Home CN, Noodles that will make you crave for more Want some? Get some. ❤️ . بفرع الطيرة فقط، وقرّباً نابلس #Today_and_Everyday #noodles #نودلز #اليوم_وكل_يوم",203,4,1,221,5,33800,Mixed,True,True,True,False,False,True,0,taste like home cn noodles that will make you crave for more want some get some بفرع الطيره فقط، وقربا نابلس,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-09,Saturday,September,reel,Rainbow Cake 😋😋 #rainbowcake #Today_and_Everyday #VANILLA #فانيلا #اليوم_وكل_يوم #رينبوكيك,111,6,2,275,4,110000,Mixed,False,False,False,False,False,True,0,rainbow cake,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-08,Friday,September,reel,There is no better way to bring people together than with Coffee and Cake! 😋 . #today_and_everyday #desserts #coffee #كيك #اليوم_وكل_يوم #قهوة,169,6,1,129,0,105000,Mixed,False,False,False,False,False,False,0,there is no better way to bring people together than with coffee and cake,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-06,Wednesday,September,reel,Orchestrate your mornings to the tune of VANILLA® coffee.. . #today_and_everyday #الصباح #قهوة #فانيلا #اليوم_وكل_يوم #VANILLA #coffee #morning #trending,177,9,0,216,0,132000,Mixed,False,False,False,False,False,False,0,orchestrate your mornings to the tune of vanilla coffee,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-24,Thursday,August,reel,⚠️ اكتشفوا شو الغلط الفادح! اللي صار بالفيديو واكتبوه بالتعليقات لندخل معاً محاولة للسحب مع وحبيبنا شاروما رول 🌯 ومشروب من المشاريب الصيفية الجديدة 🍹 🟢 السحب الصحيح الحاصل على أكبر عدد من اللايكات 🔴 ينتهي السحب في غضون ثلاثة أيام من تاريخ 28/8 😅 شو تستنوا احضروا الفيديو وشاركوه مع أصحابكم 🥳 ملاحظة الجائزة محصورة فقط لطلبة المدرسة، يلي يسي سي سي مي #فانيلا_اليوم_وكل_يوم #مسابقة VANILLA #Today_and_Everyday #competition,510,4,11,453,102,107000,Arabic,True,True,False,False,False,True,0,اكتشفوا شو الغلط الفادح اللي صار بالفيديو واكتبوه بالتعليقات لندخل معا محاوله للسحب مع وحبيبنا شاروما رول ومشروب من المشاريب الصيفيه الجديده السحب الصحيح الحاصل علي اكبر عدد من اللايكات ينتهي السحب في غضون ثلاثه ايام من تاريخ 28 8 شو تستنوا احضروا الفيديو وشاركوه مع اصحابكم ملاحظه الجايزه محصوره فقط لطلبه المدرسه، يلي يسي سي سي مي vanilla,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-22,Tuesday,August,reel,"I’m not a vegetarian, I’m a dessertarian! 🤤🍰 #vanilla #desserts #cake #today_and_everyday #فانيلا #كيك #اليوم_وكل_يوم #سعادة",154,8,2,373,0,112000,Mixed,False,False,False,False,False,False,0,i m not a vegetarian i m a dessertarian,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-21,Monday,August,reel,You can’t buy Happiness but you can buy Ice Cream 😋 . #vanilla #today_and_everyday #icecream #فانيلا #اليوم_وكل_يوم #ايسكريم,146,6,1,481,0,130000,Mixed,False,False,False,False,False,False,0,you can t buy happiness but you can buy ice cream,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-20,Sunday,August,reel,😋 قطعها..غرفها..غمسها.. فوكاشا من فانيلا صنعت بحب 🥰 Focaccia #FreshlyBaked #yummy #Breakfast #VANILLA #VANILLA_Today_and_everyday #فانيلا #فانيلا_اليوم_وكل_يوم,197,8,2,157,1,108000,Mixed,False,True,False,False,False,True,0,قطعها غرفها غمسها فوكاشا من فانيلا صنعت بحب focaccia,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-16,Wednesday,August,reel,🍓🥛 مع حليب أو مع برتقال 🍊؟ شاركونا كيف بتفضلوها 😋🥰 الميلك بيريز ميلك شيك 🍓 Mixied Berries Milkshake #mixesberries #milkshake ★★★★★ VANILLA #VANILLA_Today_and_everyday #فانيلا #فانيلا_اليوم_وكل_يوم,248,6,6,475,22,308000,Mixed,True,True,False,False,False,True,0,مع حليب او مع برتقال ؟ شاركونا كيف بتفضلوها الميلك بيريز ميلك شيك mixied berries milkshake vanilla,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-13,Sunday,August,reel,SanSebastian Cheesecake 🤤😋 تنتقل الى عالم آخر بمجرد البدء بسكب الكراميل على سان سيباستيان تشيزكيك 🤤🤍 #سانسيباستيان #cheesecake #sansebastian #VANILLA #Today_and_Everyday #فانيلا_اليوم_وكل_يوم,236,6,5,561,13,136000,Mixed,False,True,False,False,False,True,0,sansebastian cheesecake تنتقل الي عالم اخر بمجرد البدء بسكب الكراميل علي سان سيباستيان تشيزكيك,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-11,Friday,August,reel,No no no Wait wait wait🤭🤣 إذا كان عن تجربتكم مع فرنش توست فانيلا 😍😋 🍞⏳ بالخبز الفرنسي المصنوع في مخبز فانيلا #فانيلا_اليوم_وكل_يوم #frenchtoast #vanilla #bakery,194,4,7,665,30,137000,Mixed,False,True,False,False,False,True,0,no no no wait wait wait اذا كان عن تجربتكم مع فرنش توست فانيلا بالخبز الفرنسي المصنوع في مخبز فانيلا,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,87300,2025-05-08,Thursday,May,reel,The NEW Italiano Pudding Tiramisu 😊😊 فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,129,4,2,1502,1500,561000,Mixed,False,True,False,False,False,True,0,the new italiano pudding tiramisu فانيلا اليوم وكل يوم,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,87300,2025-05-05,Monday,May,reel,فانيلا إلها حكاية... والحكاية بلشت من هون. فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,132,4,0,2414,2500,591000,Arabic,False,True,True,False,False,True,0,فانيلا الها حكايه والحكايه بلشت من هون فانيلا اليوم وكل يوم,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,87300,2025-05-04,Sunday,May,reel,هوية فلسطينية مية بالمية 💪 By Palestinian artist @natalienajjarstudio فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,169,4,1,788,800,201000,Mixed,False,True,False,False,True,True,0,هويه فلسطينيه ميه بالميه by palestinian artist فانيلا اليوم وكل يوم,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,87300,2025-05-01,Thursday,May,reel,بتشاركوهم ولا بتخلصهم لحالك؟ 🥺 Share it? Or all yours 🥺؟ فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,154,4,2,678,680,186000,Mixed,True,True,False,False,False,True,0,بتشاركوهم ولا بتخلصهم لحالك؟ share it or all yours ؟ فانيلا اليوم وكل يوم,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,87300,2025-04-28,Monday,April,reel,جنجر تويست 😋 مش بس تبريد.. بصحي كل خلية فيك 🍹😍 جربوه بجميع فروع فانيلا 🤩 فانيلا اليوم وكل يوم... #ginger_Twist #vanilla #جنجر_تويست,149,3,5,356,360,361000,Arabic,True,True,False,False,False,True,0,جنجر تويست مش بس تبريد بصحي كل خليه فيك جربوه بجميع فروع فانيلا فانيلا اليوم وكل يوم,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,87300,2025-04-26,Saturday,April,reel,نقطة ضعف... بطعم الفيريرو 🍰😊😋 فانيلا اليوم وكل يوم... #ferraro-cheesecake #vanilla,96,2,3,288,280,370000,Arabic,False,True,False,False,False,True,0,نقطه ضعف بطعم الفيريرو فانيلا اليوم وكل يوم,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,87300,2025-04-23,Wednesday,April,reel,المشكلة الوحيدة انها بتخلص بسرعة 😊 فانيلا اليوم وكل يوم... #Macaroons #vanilla,84,2,1,200,200,238000,Arabic,False,True,False,False,False,True,0,المشكله الوحيده انها بتخلص بسرعه فانيلا اليوم وكل يوم,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,87300,2025-04-15,Tuesday,April,reel,POV: You Visit Vanilla To Taste This Famous Cheesecake 😎😊 #cheesecake #sansebastian #todayandeveryday,112,3,2,747,750,1000000,English,False,True,False,False,False,True,0,pov you visit vanilla to taste this famous cheesecake,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,87300,2025-04-08,Tuesday,April,reel,🎉 وصلت تشكيلتنا الجديدة من علب الكيك الصغيرة... نكهات فخمة بحجم لطيف ترضي كل الأذواق 😍✨ كيك دبي بنكهتنا الغنية ✨ كيك الفراولة المنعشة 🍓 بلاك فورست لعشاق الشوكولاتة 🍫 كيك التيراميسو الإيطالية الفاخرة 🤎 كيك الكنافة الشرقية بلمسة عصرية 🥛 علب مثالية للإهداء أو الضيافة 😍💝 #cakebox #vanilla #todayandeveryday #reelsvideo,358,4,11,1611,1600,511000,Arabic,False,True,False,False,False,True,0,وصلت تشكيلتنا الجديده من علب الكيك الصغيره نكهات فخمه بحجم لطيف ترضي كل الاذواق كيك دبي بنكهتنا الغنيه كيك الفراوله المنعشه بلاك فورست لعشاق الشوكولاته كيك التيراميسو الايطاليه الفاخره كيك الكنافه الشرقيه بلمسه عصريه علب مثاليه للاهداء او الضيافه,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-28,Friday,March,reel,Pure delight in every bite! 😍 Homemade Delicious 😊 Crispy Coco Cake #vanilla_today_and_everyday,103,1,2,1983,2000,1000000,English,False,True,False,False,False,True,0,pure delight in every bite homemade delicious crispy coco cake,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-21,Friday,March,reel,تناغم عجيب للنكهات اللذيذة.. 👌🍰 جربوا الآن سان ميسو تشيزكيك الجديدة من فانيلا 😍 #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,143,2,4,750,750,702000,Arabic,True,True,False,False,False,True,0,تناغم عجيب للنكهات اللذيذه جربوا الان سان ميسو تشيزكيك الجديده من فانيلا,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-17,Monday,March,reel,أمي.. كل عام وانتِ أجمل نعمة 💜🎂 هلا بتقدرو تحجزو كيكة يوم الأم من فانيلا 💌 الحجوزات عبر رسائل الصفحة #mothersday #happymothersday #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم #يوم_الأم,218,5,4,53,60,68300,Arabic,True,True,False,False,False,True,0,امي كل عام وانت اجمل نعمه هلا بتقدرو تحجزو كيكه يوم الام من فانيلا الحجوزات عبر رسايل الصفحه,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-17,Monday,March,reel,أمي.. كل عام وانتِ أجمل نعمة 💜🎂 هلا بتقدرو تحجزو كيكة يوم الأم من فانيلا 💌 الحجوزات عبر رسائل الصفحة #mothersday #happymothersday #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم #يوم_الأم,218,5,4,214,214,162000,Arabic,True,True,False,False,False,True,0,امي كل عام وانت اجمل نعمه هلا بتقدرو تحجزو كيكه يوم الام من فانيلا الحجوزات عبر رسايل الصفحه,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-17,Monday,March,reel,أمي.. كل عام وانتِ أجمل نعمة 💜🎂 هلا بتقدرو تحجزو كيكة يوم الأم من فانيلا 💌 الحجوزات عبر رسائل الصفحة #mothersday #happymothersday #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم #يوم_الأم,218,5,4,232,232,240000,Arabic,True,True,False,False,False,True,0,امي كل عام وانت اجمل نعمه هلا بتقدرو تحجزو كيكه يوم الام من فانيلا الحجوزات عبر رسايل الصفحه,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-12,Wednesday,March,reel,بوفيه الإفطار الرمضاني 🌙 في فانيلا - فرع الطيرة وفرع نابلس ⭐⭐⭐⭐⭐ للحجز: 022961179 أو عبر رسائل الصفحة نستقبل المكالمات يومياً بعد الساعة الواحدة ظهراً #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,267,4,6,691,691,150000,Arabic,True,True,True,True,False,True,0,بوفيه الافطار الرمضاني في فانيلا فرع الطيره وفرع نابلس للحجز او عبر رسايل الصفحه نستقبل المكالمات يوميا بعد الساعه الواحده ظهرا,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-11,Tuesday,March,reel,العلاج فوراً 🍰🧁 انت عاشق للأكل 😋🤣 #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,93,2,5,1206,1200,627000,Arabic,False,True,False,False,False,True,0,العلاج فورا انت عاشق للاكل,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-10,Monday,March,reel,Delicious & Healthy 😍 Homemade Hot Apple Cider 🍏🍋 #vanilla_today_and_everyday,88,1,4,176,180,144000,English,False,True,False,False,False,True,0,delicious healthy homemade hot apple cider,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-07,Friday,March,reel,بوفيه الإفطار الرمضاني 🌙 في فانيلا - فرع الطيرة وفرع نابلس ⭐⭐⭐⭐⭐ للحجز: 022961179 أو عبر رسائل الصفحة نستقبل المكالمات يومياً بعد الساعة الواحدة ظهراً #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,267,4,6,511,500,149000,Arabic,True,True,True,True,False,True,0,بوفيه الافطار الرمضاني في فانيلا فرع الطيره وفرع نابلس للحجز او عبر رسايل الصفحه نستقبل المكالمات يوميا بعد الساعه الواحده ظهرا,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-04,Tuesday,March,reel,نستقبل حجوزاتكم الآن بوفيه فانيلا الرمضاني فرع الطيرة وفرع نابلس ⭐⭐⭐⭐⭐ للحجز: 022961179 أو عبر رسائل الصفحة 🌙 رمضان مبارك #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,243,4,6,506,500,36700,Arabic,True,True,True,True,False,True,0,نستقبل حجوزاتكم الان بوفيه فانيلا الرمضاني فرع الطيره وفرع نابلس للحجز او عبر رسايل الصفحه رمضان مبارك,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-04,Tuesday,March,reel,Dream Vanilla Cake 😋 creamy and yummy😍 #vanilla_today_and_everyday,76,1,2,560,570,460000,English,False,True,False,False,False,True,0,dream vanilla cake creamy and yummy,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-02,Sunday,March,reel,Ramadan 🌙 Milkshake 😍🌴 #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,122,4,4,282,290,73800,Mixed,False,True,False,True,False,True,0,ramadan milkshake,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-01,Saturday,March,reel,VANILLA® Today and everyday 🍰☕🧋 😍❤️ #vanilla_today_and_everyday,76,1,6,286,286,97400,English,False,True,True,False,False,True,0,vanilla today and everyday,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,87300,2025-02-17,Monday,February,reel,تيراميسو إيطاليانو الساخن ✨ لذيذ ومميز 😊 Tiramisu Italiano hot drink #فانيلا_اليوم_وكل_يوم #vanilla_today_and_everyday,139,2,2,1100,1100,399000,Mixed,False,True,False,False,False,True,0,تيراميسو ايطاليانو الساخن لذيذ ومميز tiramisu italiano hot drink,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,87300,2025-02-15,Saturday,February,reel,Choose your dessert for tonight 🍰💕 #VANILLA_Today_and_everyday,72,1,2,3308,3300,539000,English,True,True,False,False,False,True,0,choose your dessert for tonight,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-01-10,Saturday,January,reel,Perfect Alfajores🤭,19,0,1,541,11,462000,English,False,True,False,False,False,False,0,perfect alfajores,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,139000,2026-01-16,Friday,January,reel,#فانيلا_اليوم_وكل_يوم,22,1,0,54,7,198000,Arabic,False,True,False,False,False,True,0,,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-01-20,Tuesday,January,reel,#vanilla_today_and_everyday #vanilla_cake,42,2,0,31,0,41500,English,False,True,False,False,False,False,0,,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-01-25,Sunday,January,reel,كفوفك كفوفك! #vanillabakery #فانيلا_اليوم_وكل_يوم,57,2,0,23,0,662000,Mixed,False,True,False,False,False,True,0,كفوفك كفوفك,5,5,5_اكبر_like_كريم_كيكه
Vanilla Palestine,Cafes/Restaurants,139000,2026-01-28,Wednesday,January,reel,Ferrero Cake,12,0,0,515,10,344000,English,False,True,False,False,False,False,0,ferrero cake,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-02-05,Thursday,February,reel,New year new me 😍😍😍,21,0,3,2155,10,348000,English,False,True,False,False,False,False,0,new year new me,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-02-08,Sunday,February,reel,Everyday is a Cake Day 😍😍😍 #vanilla_today_and_everyday #فانيلا_اليوم_وكل_يوم,81,2,3,2100,10,132000,Mixed,False,True,False,False,False,True,0,everyday is a cake day,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-02-18,Wednesday,February,reel,قريباً في نابلس، افتتاح فرع جديد. #فانيلا_اليوم_وكل_يوم,58,1,0,1652,163,213000,Arabic,True,True,True,False,False,True,0,قريبا في نابلس، افتتاح فرع جديد,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2026-02-22,Sunday,February,reel,POV: Vanilla Cookies 😍,23,0,1,812,18,287000,English,False,True,False,False,False,False,0,pov vanilla cookies,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-02-25,Wednesday,February,reel,شو رأيكم بالديكور الجديد؟ 🤍,29,0,1,1330,52,179000,Arabic,True,False,False,False,False,True,0,شو رايكم بالديكور الجديد؟,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-02,Monday,March,reel,Freshly baked croissants 🥐,28,0,1,975,21,154000,English,False,True,False,False,False,False,0,freshly baked croissants,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-06,Friday,March,reel,رمضان كريم 🌙✨,14,0,2,2450,84,401000,Arabic,False,True,False,True,False,True,0,رمضان كريم,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-09,Monday,March,reel,Chocolate overload 🍫,21,0,1,1442,35,224000,English,False,True,False,False,False,False,0,chocolate overload,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-11,Wednesday,March,reel,Our Ramadan atmosphere ✨,26,0,1,1700,41,267000,English,False,False,True,True,False,False,0,our ramadan atmosphere,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-14,Saturday,March,reel,مين جاهز للحلويات الرمضانية؟ 😍,31,0,1,1940,73,322000,Arabic,True,True,False,True,False,True,0,مين جاهز للحلويات الرمضانيه؟,-1,-1,-1_علي_ام_مين_انها
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-18,Wednesday,March,reel,"Mini cakes, maximum happiness 🎂",33,0,1,1200,22,164000,English,False,True,False,False,False,False,0,mini cakes maximum happiness,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-20,Friday,March,reel,فانيلا غير 😍,12,0,1,1110,29,173000,Arabic,False,True,False,False,False,True,0,فانيلا غير,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-24,Tuesday,March,reel,Iced coffee season officially started ☕,39,0,1,2080,48,352000,English,False,True,False,False,False,False,0,iced coffee season officially started,1,1,1_cake_vanilla_coffee_freshly
