business_name,sector,followers_count,post_date,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,clean_caption,_clean_text,topic_id,topic_probability,business_label,topic_description
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-17,Sunday,September,reel,NEW! 🥳 Mix Berries Cake 🥳 The cake you always dreamed about is now available at all VANILLA Branches 😋😋 #Mixberries #Cake #New #VANILLA #Today_and_Everyday #CakeAndCoffee #كيك #مكس_بيريز #جديد #فانيلا_اليوم_وكل_يوم,260,10,6,1063,0,106000,Mixed,True,True,True,False,False,True,0,new mix berries cake the cake you always dreamed about is now available at all vanilla branches,NEW! 🥳 Mix Berries Cake 🥳 The cake you always dreamed about is now available at all VANILLA Branches 😋😋 #Mixberries #Cake #New #VANILLA #Today_and_Everyday #CakeAndCoffee #كيك #مكس_بيريز #جديد #فانيلا_اليوم_وكل_يوم,0,0.37632811069488525,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-13,Wednesday,September,reel,جربتوا الطرطقة؟ 🤭🤔 VANILLA® Cake & Coffee . chocolatetriffle #VANILLA #today_and_everyday #Cake #Coffee #فانيلا #كيك #شوكولاتة #قهوة #اليوم_وكل_يوم #Chocolate #triffle,210,11,2,1721,23,140000,Mixed,True,False,False,False,False,True,0,جربتوا الطرطقه؟ vanilla cake coffee chocolatetriffle,جربتوا الطرطقة؟ 🤭🤔 VANILLA® Cake & Coffee . chocolatetriffle #VANILLA #today_and_everyday #Cake #Coffee #فانيلا #كيك #شوكولاتة #قهوة #اليوم_وكل_يوم #Chocolate #triffle,0,0.5441529750823975,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-12,Tuesday,September,reel,قاعدين على قلوبكم ❤️🥳 #فانيلا_اليوم_وكل_يوم #كيك #قهوة #وينجز #مشاريب VANILLA #Today_and_Everyday #wings #coffee #cake #drinks,156,10,2,1080,7,143000,Mixed,False,False,False,False,False,True,0,قاعدين علي قلوبكم vanilla,قاعدين على قلوبكم ❤️🥳 #فانيلا_اليوم_وكل_يوم #كيك #قهوة #وينجز #مشاريب VANILLA #Today_and_Everyday #wings #coffee #cake #drinks,3,0.8308449983596802,Ramadan2025 Ramadankareem,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-10,Sunday,September,reel,"Taste Like Home CN, Noodles that will make you crave for more Want some? Get some. ❤️ . بفرع الطيرة فقط، وقرّباً نابلس #Today_and_Everyday #noodles #نودلز #اليوم_وكل_يوم",203,4,1,221,5,33800,Mixed,True,True,True,False,False,True,0,taste like home cn noodles that will make you crave for more want some get some بفرع الطيره فقط، وقربا نابلس,"Taste Like Home CN, Noodles that will make you crave for more Want some? Get some. ❤️ . بفرع الطيرة فقط، وقرّباً نابلس #Today_and_Everyday #noodles #نودلز #اليوم_وكل_يوم",0,0.400090754032135,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-09,Saturday,September,reel,Rainbow Cake 😋😋 #rainbowcake #Today_and_Everyday #VANILLA #فانيلا #اليوم_وكل_يوم #رينبوكيك,111,6,2,275,4,110000,Mixed,False,False,False,False,False,True,0,rainbow cake,Rainbow Cake 😋😋 #rainbowcake #Today_and_Everyday #VANILLA #فانيلا #اليوم_وكل_يوم #رينبوكيك,0,0.5101331472396851,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-08,Friday,September,reel,There is no better way to bring people together than with Coffee and Cake! 😋 . #today_and_everyday #desserts #coffee #كيك #اليوم_وكل_يوم #قهوة,169,6,1,129,0,105000,Mixed,False,False,False,False,False,False,0,there is no better way to bring people together than with coffee and cake,There is no better way to bring people together than with Coffee and Cake! 😋 . #today_and_everyday #desserts #coffee #كيك #اليوم_وكل_يوم #قهوة,0,0.5019505023956299,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-09-06,Wednesday,September,reel,Orchestrate your mornings to the tune of VANILLA® coffee.. . #today_and_everyday #الصباح #قهوة #فانيلا #اليوم_وكل_يوم #VANILLA #coffee #morning #trending,177,9,0,216,0,132000,Mixed,False,False,False,False,False,False,0,orchestrate your mornings to the tune of vanilla coffee,Orchestrate your mornings to the tune of VANILLA® coffee.. . #today_and_everyday #الصباح #قهوة #فانيلا #اليوم_وكل_يوم #VANILLA #coffee #morning #trending,0,0.5519548654556274,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-24,Thursday,August,reel,⚠️ اكتشفوا شو الغلط الفادح! اللي صار بالفيديو واكتبوه بالتعليقات لندخل معاً محاولة للسحب مع وحبيبنا شاروما رول 🌯 ومشروب من المشاريب الصيفية الجديدة 🍹 🟢 السحب الصحيح الحاصل على أكبر عدد من اللايكات 🔴 ينتهي السحب في غضون ثلاثة أيام من تاريخ 28/8 😅 شو تستنوا احضروا الفيديو وشاركوه مع أصحابكم 🥳 ملاحظة الجائزة محصورة فقط لطلبة المدرسة، يلي يسي سي سي مي #فانيلا_اليوم_وكل_يوم #مسابقة VANILLA #Today_and_Everyday #competition,510,4,11,453,102,107000,Arabic,True,True,False,False,False,True,0,اكتشفوا شو الغلط الفادح اللي صار بالفيديو واكتبوه بالتعليقات لندخل معا محاوله للسحب مع وحبيبنا شاروما رول ومشروب من المشاريب الصيفيه الجديده السحب الصحيح الحاصل علي اكبر عدد من اللايكات ينتهي السحب في غضون ثلاثه ايام من تاريخ 28 8 شو تستنوا احضروا الفيديو وشاركوه مع اصحابكم ملاحظه الجايزه محصوره فقط لطلبه المدرسه، يلي يسي سي سي مي vanilla,⚠️ اكتشفوا شو الغلط الفادح! اللي صار بالفيديو واكتبوه بالتعليقات لندخل معاً محاولة للسحب مع وحبيبنا شاروما رول 🌯 ومشروب من المشاريب الصيفية الجديدة 🍹 🟢 السحب الصحيح الحاصل على أكبر عدد من اللايكات 🔴 ينتهي السحب في غضون ثلاثة أيام من تاريخ 28/8 😅 شو تستنوا احضروا الفيديو وشاركوه مع أصحابكم 🥳 ملاحظة الجائزة محصورة فقط لطلبة المدرسة، يلي يسي سي سي مي #فانيلا_اليوم_وكل_يوم #مسابقة VANILLA #Today_and_Everyday #competition,2,0.5050015449523926,رمضان النهائي,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-22,Tuesday,August,reel,"I’m not a vegetarian, I’m a dessertarian! 🤤🍰 #vanilla #desserts #cake #today_and_everyday #فانيلا #كيك #اليوم_وكل_يوم #سعادة",154,8,2,373,0,112000,Mixed,False,False,False,False,False,False,0,i m not a vegetarian i m a dessertarian,"I’m not a vegetarian, I’m a dessertarian! 🤤🍰 #vanilla #desserts #cake #today_and_everyday #فانيلا #كيك #اليوم_وكل_يوم #سعادة",0,0.42535513639450073,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-21,Monday,August,reel,You can’t buy Happiness but you can buy Ice Cream 😋 . #vanilla #today_and_everyday #icecream #فانيلا #اليوم_وكل_يوم #ايسكريم,146,6,1,481,0,130000,Mixed,False,False,False,False,False,False,0,you can t buy happiness but you can buy ice cream,You can’t buy Happiness but you can buy Ice Cream 😋 . #vanilla #today_and_everyday #icecream #فانيلا #اليوم_وكل_يوم #ايسكريم,0,0.5191869735717773,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-20,Sunday,August,reel,😋 قطعها..غرفها..غمسها.. فوكاشا من فانيلا صنعت بحب 🥰 Focaccia #FreshlyBaked #yummy #Breakfast #VANILLA #VANILLA_Today_and_everyday #فانيلا #فانيلا_اليوم_وكل_يوم,197,8,2,157,1,108000,Mixed,False,True,False,False,False,True,0,قطعها غرفها غمسها فوكاشا من فانيلا صنعت بحب focaccia,😋 قطعها..غرفها..غمسها.. فوكاشا من فانيلا صنعت بحب 🥰 Focaccia #FreshlyBaked #yummy #Breakfast #VANILLA #VANILLA_Today_and_everyday #فانيلا #فانيلا_اليوم_وكل_يوم,0,0.7604767084121704,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-16,Wednesday,August,reel,🍓🥛 مع حليب أو مع برتقال 🍊؟ شاركونا كيف بتفضلوها 😋🥰 الميلك بيريز ميلك شيك 🍓 Mixied Berries Milkshake #mixesberries #milkshake ★★★★★ VANILLA #VANILLA_Today_and_everyday #فانيلا #فانيلا_اليوم_وكل_يوم,248,6,6,475,22,308000,Mixed,True,True,False,False,False,True,0,مع حليب او مع برتقال ؟ شاركونا كيف بتفضلوها الميلك بيريز ميلك شيك mixied berries milkshake vanilla,🍓🥛 مع حليب أو مع برتقال 🍊؟ شاركونا كيف بتفضلوها 😋🥰 الميلك بيريز ميلك شيك 🍓 Mixied Berries Milkshake #mixesberries #milkshake ★★★★★ VANILLA #VANILLA_Today_and_everyday #فانيلا #فانيلا_اليوم_وكل_يوم,0,0.41482558846473694,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-13,Sunday,August,reel,SanSebastian Cheesecake 🤤😋 تنتقل الى عالم آخر بمجرد البدء بسكب الكراميل على سان سيباستيان تشيزكيك 🤤🤍 #سانسيباستيان #cheesecake #sansebastian #VANILLA #Today_and_Everyday #فانيلا_اليوم_وكل_يوم,236,6,5,561,13,136000,Mixed,False,True,False,False,False,True,0,sansebastian cheesecake تنتقل الي عالم اخر بمجرد البدء بسكب الكراميل علي سان سيباستيان تشيزكيك,SanSebastian Cheesecake 🤤😋 تنتقل الى عالم آخر بمجرد البدء بسكب الكراميل على سان سيباستيان تشيزكيك 🤤🤍 #سانسيباستيان #cheesecake #sansebastian #VANILLA #Today_and_Everyday #فانيلا_اليوم_وكل_يوم,0,0.6571282148361206,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,139000,2023-08-11,Friday,August,reel,No no no Wait wait wait🤭🤣 إذا كان عن تجربتكم مع فرنش توست فانيلا 😍😋 🍞⏳ بالخبز الفرنسي المصنوع في مخبز فانيلا #فانيلا_اليوم_وكل_يوم #frenchtoast #vanilla #bakery,194,4,7,665,30,137000,Mixed,False,True,False,False,False,True,0,no no no wait wait wait اذا كان عن تجربتكم مع فرنش توست فانيلا بالخبز الفرنسي المصنوع في مخبز فانيلا,No no no Wait wait wait🤭🤣 إذا كان عن تجربتكم مع فرنش توست فانيلا 😍😋 🍞⏳ بالخبز الفرنسي المصنوع في مخبز فانيلا #فانيلا_اليوم_وكل_يوم #frenchtoast #vanilla #bakery,2,0.6070159673690796,رمضان النهائي,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,87300,2025-05-08,Thursday,May,reel,The NEW Italiano Pudding Tiramisu 😊😊 فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,129,4,2,1502,1500,561000,Mixed,False,True,False,False,False,True,0,the new italiano pudding tiramisu فانيلا اليوم وكل يوم,The NEW Italiano Pudding Tiramisu 😊😊 فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,0,0.5649392604827881,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,87300,2025-05-05,Monday,May,reel,فانيلا إلها حكاية... والحكاية بلشت من هون. فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,132,4,0,2414,2500,591000,Arabic,False,True,True,False,False,True,0,فانيلا الها حكايه والحكايه بلشت من هون فانيلا اليوم وكل يوم,فانيلا إلها حكاية... والحكاية بلشت من هون. فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,0,0.6591017246246338,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,87300,2025-05-04,Sunday,May,reel,هوية فلسطينية مية بالمية 💪 By Palestinian artist @natalienajjarstudio فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,169,4,1,788,800,201000,Mixed,False,True,False,False,True,True,0,هويه فلسطينيه ميه بالميه by palestinian artist فانيلا اليوم وكل يوم,هوية فلسطينية مية بالمية 💪 By Palestinian artist @natalienajjarstudio فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,3,0.7290650010108948,Ramadan2025 Ramadankareem,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,87300,2025-05-01,Thursday,May,reel,بتشاركوهم ولا بتخلصهم لحالك؟ 🥺 Share it? Or all yours 🥺؟ فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,154,4,2,678,680,186000,Mixed,True,True,False,False,False,True,0,بتشاركوهم ولا بتخلصهم لحالك؟ share it or all yours ؟ فانيلا اليوم وكل يوم,بتشاركوهم ولا بتخلصهم لحالك؟ 🥺 Share it? Or all yours 🥺؟ فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,0,0.6010043621063232,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,87300,2025-04-28,Monday,April,reel,جنجر تويست 😋 مش بس تبريد.. بصحي كل خلية فيك 🍹😍 جربوه بجميع فروع فانيلا 🤩 فانيلا اليوم وكل يوم... #ginger_Twist #vanilla #جنجر_تويست,149,3,5,356,360,361000,Arabic,True,True,False,False,False,True,0,جنجر تويست مش بس تبريد بصحي كل خليه فيك جربوه بجميع فروع فانيلا فانيلا اليوم وكل يوم,جنجر تويست 😋 مش بس تبريد.. بصحي كل خلية فيك 🍹😍 جربوه بجميع فروع فانيلا 🤩 فانيلا اليوم وكل يوم... #ginger_Twist #vanilla #جنجر_تويست,2,0.5513302087783813,رمضان النهائي,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,87300,2025-04-26,Saturday,April,reel,نقطة ضعف... بطعم الفيريرو 🍰😊😋 فانيلا اليوم وكل يوم... #ferraro-cheesecake #vanilla,96,2,3,288,280,370000,Arabic,False,True,False,False,False,True,0,نقطه ضعف بطعم الفيريرو فانيلا اليوم وكل يوم,نقطة ضعف... بطعم الفيريرو 🍰😊😋 فانيلا اليوم وكل يوم... #ferraro-cheesecake #vanilla,0,0.6042832136154175,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,87300,2025-04-23,Wednesday,April,reel,المشكلة الوحيدة انها بتخلص بسرعة 😊 فانيلا اليوم وكل يوم... #Macaroons #vanilla,84,2,1,200,200,238000,Arabic,False,True,False,False,False,True,0,المشكله الوحيده انها بتخلص بسرعه فانيلا اليوم وكل يوم,المشكلة الوحيدة انها بتخلص بسرعة 😊 فانيلا اليوم وكل يوم... #Macaroons #vanilla,-1,0.5859803557395935,Outlier / Mixed Content,Mixed or noisy posts that do not map cleanly to a single strategy theme.
Vanilla Palestine,Cafes/Restaurants,87300,2025-04-15,Tuesday,April,reel,POV: You Visit Vanilla To Taste This Famous Cheesecake 😎😊 #cheesecake #sansebastian #todayandeveryday,112,3,2,747,750,1000000,English,False,True,False,False,False,True,0,pov you visit vanilla to taste this famous cheesecake,POV: You Visit Vanilla To Taste This Famous Cheesecake 😎😊 #cheesecake #sansebastian #todayandeveryday,0,0.46950334310531616,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,87300,2025-04-08,Tuesday,April,reel,🎉 وصلت تشكيلتنا الجديدة من علب الكيك الصغيرة... نكهات فخمة بحجم لطيف ترضي كل الأذواق 😍✨ كيك دبي بنكهتنا الغنية ✨ كيك الفراولة المنعشة 🍓 بلاك فورست لعشاق الشوكولاتة 🍫 كيك التيراميسو الإيطالية الفاخرة 🤎 كيك الكنافة الشرقية بلمسة عصرية 🥛 علب مثالية للإهداء أو الضيافة 😍💝 #cakebox #vanilla #todayandeveryday #reelsvideo,358,4,11,1611,1600,511000,Arabic,False,True,False,False,False,True,0,وصلت تشكيلتنا الجديده من علب الكيك الصغيره نكهات فخمه بحجم لطيف ترضي كل الاذواق كيك دبي بنكهتنا الغنيه كيك الفراوله المنعشه بلاك فورست لعشاق الشوكولاته كيك التيراميسو الايطاليه الفاخره كيك الكنافه الشرقيه بلمسه عصريه علب مثاليه للاهداء او الضيافه,🎉 وصلت تشكيلتنا الجديدة من علب الكيك الصغيرة... نكهات فخمة بحجم لطيف ترضي كل الأذواق 😍✨ كيك دبي بنكهتنا الغنية ✨ كيك الفراولة المنعشة 🍓 بلاك فورست لعشاق الشوكولاتة 🍫 كيك التيراميسو الإيطالية الفاخرة 🤎 كيك الكنافة الشرقية بلمسة عصرية 🥛 علب مثالية للإهداء أو الضيافة 😍💝 #cakebox #vanilla #todayandeveryday #reelsvideo,2,0.4798516035079956,رمضان النهائي,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-28,Friday,March,reel,Pure delight in every bite! 😍 Homemade Delicious 😊 Crispy Coco Cake #vanilla_today_and_everyday,103,1,2,1983,2000,1000000,English,False,True,False,False,False,True,0,pure delight in every bite homemade delicious crispy coco cake,Pure delight in every bite! 😍 Homemade Delicious 😊 Crispy Coco Cake #vanilla_today_and_everyday,0,0.5133962631225586,فانيلا فانيلا_اليوم_وكل_يوم,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-21,Friday,March,reel,تناغم عجيب للنكهات اللذيذة.. 👌🍰 جربوا الآن سان ميسو تشيزكيك الجديدة من فانيلا 😍 #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,143,2,4,750,750,702000,Arabic,True,True,False,False,False,True,0,تناغم عجيب للنكهات اللذيذه جربوا الان سان ميسو تشيزكيك الجديده من فانيلا,تناغم عجيب للنكهات اللذيذة.. 👌🍰 جربوا الآن سان ميسو تشيزكيك الجديدة من فانيلا 😍 #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,2,0.6033992767333984,رمضان النهائي,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-17,Monday,March,reel,أمي.. كل عام وانتِ أجمل نعمة 💜🎂 هلا بتقدرو تحجزو كيكة يوم الأم من فانيلا 💌 الحجوزات عبر رسائل الصفحة #mothersday #happymothersday #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم #يوم_الأم,218,5,4,53,60,68300,Arabic,True,True,False,False,False,True,0,امي كل عام وانت اجمل نعمه هلا بتقدرو تحجزو كيكه يوم الام من فانيلا الحجوزات عبر رسايل الصفحه,أمي.. كل عام وانتِ أجمل نعمة 💜🎂 هلا بتقدرو تحجزو كيكة يوم الأم من فانيلا 💌 الحجوزات عبر رسائل الصفحة #mothersday #happymothersday #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم #يوم_الأم,3,0.8766191005706787,Ramadan2025 Ramadankareem,Keyword-driven content theme detected from BERTopic terms.
Vanilla Palestine,Cafes/Restaurants,87300,2025-03-17,Monday,March,reel,أمي.. كل عام وانتِ أجمل نعمة 💜🎂 هلا بتقدرو تحجزو كيكة يوم الأم من فانيلا 💌 الحجوزات عبر رسائل الصفحة #mothersday #happymothersday #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم #يوم_الأم,218,5,4,214,214,162000,Arabic,True,True,False,False,False,True,0,امي كل عام وانت اجمل نعمه هلا بتقدرو تحجزو كيكه يوم الام من فانيلا الحجوزات عبر رسايل الصفحه,أمي.. كل عام وانتِ أجمل نعمة 💜🎂 هلا بتقدرو تحجزو كيكة يوم الأم من فانيلا 💌 الحجوزات عبر رسائل الصفحة #mothersday #happymothersday #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم #يوم_الأم,3,0.8766191005706787,Ramadan2025 Ramadankareem,Keyword-driven content theme detected from BERTopic terms.
