business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,cta_present,hashtags,engagement,engagement_rate,like_rate,comment_rate,view_rate,view_engagement_rate,total_engagement,engagement_rate_followers,likes_rate_followers,comments_rate_followers,views_per_follower,like_view_rate,comment_view_rate,week,is_video,is_reel,posting_time_bin,caption_length_bin,hashtags_count_bin,emoji_count_bin,engagement_level,business_size_bin,high_engagement,high_view_rate,high_comment_rate,_clean_text,topic_id,topic_probability,business_label,topic_description
Vanilla Palestine,Cafe,139000.0,2023-09-17 00:00:00,0.0,Sunday,9,Reel,NEW! 🥳 Mix Berries Cake 🥳 The cake you always dreamed about is now available at all VANILLA Branches 😋😋 #Mixberries #Cake #New #VANILLA #Today_and_Everyday #CakeAndCoffee #كيك #مكس_بيريز #جديد #فانيلا_اليوم_وكل_يوم,260,10,6,1063.0,0.0,106000.0,Mixed,True,True,0.0,True,False,False,True,False,True,"['mixberries', 'cake', 'new', 'vanilla', 'today_and_everyday', 'cakeandcoffee', 'كيك', 'مكس_بيريز', 'جديد', 'فانيلا_اليوم_وكل_يوم']",1063.0,0.007647482,0.007647482,0.0,0.7625899281,0.0100283019,1063.0,0.007647482,0.007647482,0.0,0.7625899281,0.0100283019,0.0,2023-09-11/2023-09-17,0,1,night,long,many,many,medium,medium,0,0,0,mix berries the you always dreamed about is now available at all branches,2,0.09466016292572021,Vanilla تشيزكيك,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-09-13 00:00:00,0.0,Wednesday,9,Reel,جربتوا الطرطقة؟ 🤭🤔 VANILLA® Cake & Coffee . chocolatetriffle #VANILLA #today_and_everyday #Cake #Coffee #فانيلا #كيك #شوكولاتة #قهوة #اليوم_وكل_يوم #Chocolate #triffle,210,11,2,1721.0,23.0,140000.0,Mixed,True,False,0.0,False,False,False,True,False,True,"['vanilla', 'today_and_everyday', 'cake', 'coffee', 'فانيلا', 'كيك', 'شوكولاتة', 'قهوة', 'اليوم_وكل_يوم', 'chocolate', 'triffle']",1744.0,0.0125467626,0.012381295,0.0001654676,1.0071942446,0.0124571429,1744.0,0.0125467626,0.012381295,0.0001654676,1.0071942446,0.0122928571,0.0001642857,2023-09-11/2023-09-17,0,1,night,long,many,few,high,medium,1,0,0,جربتوا الطرطقه؟ chocolatetriffle,2,0.2920668125152588,Vanilla تشيزكيك,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-09-12 00:00:00,0.0,Tuesday,9,Reel,قاعدين على قلوبكم ❤️🥳 #فانيلا_اليوم_وكل_يوم #كيك #قهوة #وينجز #مشاريب VANILLA #Today_and_Everyday #wings #coffee #cake #drinks,156,10,2,1080.0,7.0,143000.0,Mixed,False,False,0.0,False,False,False,True,False,False,"['فانيلا_اليوم_وكل_يوم', 'كيك', 'قهوة', 'وينجز', 'مشاريب', 'today_and_everyday', 'wings', 'coffee', 'cake', 'drinks']",1087.0,0.0078201439,0.0077697842,5.03597e-05,1.0287769784,0.0076013986,1087.0,0.0078201439,0.0077697842,5.03597e-05,1.0287769784,0.0075524476,4.8951e-05,2023-09-11/2023-09-17,0,1,night,long,many,few,medium,medium,0,0,0,قاعدين علي قلوبكم vanilla,5,0.6744610071182251,كيك فانيلا,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-09-10 00:00:00,0.0,Sunday,9,Reel,"Taste Like Home CN, Noodles that will make you crave for more Want some? Get some. ❤️ . بفرع الطيرة فقط، وقرّباً نابلس #Today_and_Everyday #noodles #نودلز #اليوم_وكل_يوم",203,4,1,221.0,5.0,33800.0,Mixed,True,True,0.0,True,False,False,True,False,True,"['today_and_everyday', 'noodles', 'نودلز', 'اليوم_وكل_يوم']",226.0,0.0016258993,0.0015899281,3.59712e-05,0.2431654676,0.0066863905,226.0,0.0016258993,0.0015899281,3.59712e-05,0.2431654676,0.0065384615,0.000147929,2023-09-04/2023-09-10,0,1,night,long,few,few,low,medium,0,0,0,taste like home cn that will make you crave for more want some get some بفرع الطيره فقط، وقربا نابلس,2,0.25550615787506104,Vanilla تشيزكيك,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-09-09 00:00:00,0.0,Saturday,9,Reel,Rainbow Cake 😋😋 #rainbowcake #Today_and_Everyday #VANILLA #فانيلا #اليوم_وكل_يوم #رينبوكيك,111,6,2,275.0,4.0,110000.0,Mixed,False,False,0.0,False,False,False,True,False,False,"['rainbowcake', 'today_and_everyday', 'vanilla', 'فانيلا', 'اليوم_وكل_يوم', 'رينبوكيك']",279.0,0.0020071942,0.0019784173,2.8777e-05,0.7913669065,0.0025363636,279.0,0.0020071942,0.0019784173,2.8777e-05,0.7913669065,0.0025,3.63636e-05,2023-09-04/2023-09-10,0,1,night,medium,many,few,low,medium,0,0,0,rainbow cake,4,0.30063045024871826,كريم Homemade,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-09-08 00:00:00,0.0,Friday,9,Reel,There is no better way to bring people together than with Coffee and Cake! 😋 . #today_and_everyday #desserts #coffee #كيك #اليوم_وكل_يوم #قهوة,169,6,1,129.0,0.0,105000.0,Mixed,False,False,0.0,False,False,False,False,False,False,"['today_and_everyday', 'desserts', 'coffee', 'كيك', 'اليوم_وكل_يوم', 'قهوة']",129.0,0.0009280576,0.0009280576,0.0,0.7553956835,0.0012285714,129.0,0.0009280576,0.0009280576,0.0,0.7553956835,0.0012285714,0.0,2023-09-04/2023-09-10,0,1,night,long,many,few,low,medium,0,0,0,there is no better way to bring people together than with cake,4,0.22665667533874512,كريم Homemade,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-09-06 00:00:00,0.0,Wednesday,9,Reel,Orchestrate your mornings to the tune of VANILLA® coffee.. . #today_and_everyday #الصباح #قهوة #فانيلا #اليوم_وكل_يوم #VANILLA #coffee #morning #trending,177,9,0,216.0,0.0,132000.0,Mixed,False,False,0.0,False,False,False,False,False,False,"['today_and_everyday', 'الصباح', 'قهوة', 'فانيلا', 'اليوم_وكل_يوم', 'vanilla', 'coffee', 'morning', 'trending']",216.0,0.0015539568,0.0015539568,0.0,0.9496402878,0.0016363636,216.0,0.0015539568,0.0015539568,0.0,0.9496402878,0.0016363636,0.0,2023-09-04/2023-09-10,0,1,night,long,many,none,low,medium,0,0,0,orchestrate your mornings to the tune of,1,0.08800399303436279,نابلس فانيلا,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-08-24 00:00:00,0.0,Thursday,8,Reel,⚠️ اكتشفوا شو الغلط الفادح! اللي صار بالفيديو واكتبوه بالتعليقات لندخل معاً محاولة للسحب مع وحبيبنا شاروما رول 🌯 ومشروب من المشاريب الصيفية الجديدة 🍹 🟢 السحب الصحيح الحاصل على أكبر عدد من اللايكات 🔴 ينتهي السحب في غضون ثلاثة أيام من تاريخ 28/8 😅 شو تستنوا احضروا الفيديو وشاركوه مع أصحابكم 🥳 ملاحظة الجائزة محصورة فقط لطلبة المدرسة، يلي يسي سي سي مي #فانيلا_اليوم_وكل_يوم #مسابقة VANILLA #Today_and_Everyday #competition,510,4,11,453.0,102.0,107000.0,Arabic,True,True,0.0,False,False,False,True,False,True,"['فانيلا_اليوم_وكل_يوم', 'مسابقة', 'today_and_everyday', 'competition']",555.0,0.0039928058,0.0032589928,0.0007338129,0.7697841727,0.0051869159,555.0,0.0039928058,0.0032589928,0.0007338129,0.7697841727,0.0042336449,0.000953271,2023-08-21/2023-08-27,0,1,night,long,few,many,low,medium,0,0,1,اكتشفوا شو الغلط الفادح اللي صار بالفيديو واكتبوه بالتعليقات لندخل معا محاوله للسحب مع وحبيبنا شاروما رول ومشروب من المشاريب الصيفيه الجديده السحب الصحيح الحاصل علي اكبر عدد من اللايكات ينتهي السحب في غضون ثلاثه ايام من تاريخ 28 8 شو تستنوا احضروا الفيديو وشاركوه مع اصحابكم ملاحظه الجايزه محصوره فقط لطلبه المدرسه، يلي يسي سي سي مي vanilla,5,0.6091474890708923,كيك فانيلا,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-08-22 00:00:00,0.0,Tuesday,8,Reel,"I’m not a vegetarian, I’m a dessertarian! 🤤🍰 #vanilla #desserts #cake #today_and_everyday #فانيلا #كيك #اليوم_وكل_يوم #سعادة",154,8,2,373.0,0.0,112000.0,Mixed,False,False,0.0,False,False,False,False,False,False,"['vanilla', 'desserts', 'cake', 'today_and_everyday', 'فانيلا', 'كيك', 'اليوم_وكل_يوم', 'سعادة']",373.0,0.0026834532,0.0026834532,0.0,0.8057553957,0.0033303571,373.0,0.0026834532,0.0026834532,0.0,0.8057553957,0.0033303571,0.0,2023-08-21/2023-08-27,0,1,night,long,many,few,low,medium,0,0,0,i m not a vegetarian i m a dessertarian,2,0.11500817537307739,Vanilla تشيزكيك,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-08-21 00:00:00,0.0,Monday,8,Reel,You can’t buy Happiness but you can buy Ice Cream 😋 . #vanilla #today_and_everyday #icecream #فانيلا #اليوم_وكل_يوم #ايسكريم,146,6,1,481.0,0.0,130000.0,Mixed,False,False,0.0,False,False,False,False,False,False,"['vanilla', 'today_and_everyday', 'icecream', 'فانيلا', 'اليوم_وكل_يوم', 'ايسكريم']",481.0,0.0034604317,0.0034604317,0.0,0.9352517986,0.0037,481.0,0.0034604317,0.0034604317,0.0,0.9352517986,0.0037,0.0,2023-08-21/2023-08-27,0,1,night,long,many,few,low,medium,0,0,0,you can t buy happiness but you can buy ice cream,2,0.14670145511627197,Vanilla تشيزكيك,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-08-20 00:00:00,0.0,Sunday,8,Reel,😋 قطعها..غرفها..غمسها.. فوكاشا من فانيلا صنعت بحب 🥰 Focaccia #FreshlyBaked #yummy #Breakfast #VANILLA #VANILLA_Today_and_everyday #فانيلا #فانيلا_اليوم_وكل_يوم,197,8,2,157.0,1.0,108000.0,Mixed,False,True,0.0,False,False,False,True,False,False,"['freshlybaked', 'yummy', 'breakfast', 'vanilla', 'vanilla_today_and_everyday', 'فانيلا', 'فانيلا_اليوم_وكل_يوم']",158.0,0.0011366906,0.0011294964,7.1942e-06,0.7769784173,0.001462963,158.0,0.0011366906,0.0011294964,7.1942e-06,0.7769784173,0.0014537037,9.2593e-06,2023-08-14/2023-08-20,0,1,night,long,many,few,low,medium,0,0,0,قطعها غرفها غمسها فوكاشا من صنعت بحب focaccia,1,0.05266249179840088,نابلس فانيلا,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-08-16 00:00:00,0.0,Wednesday,8,Reel,🍓🥛 مع حليب أو مع برتقال 🍊؟ شاركونا كيف بتفضلوها 😋🥰 الميلك بيريز ميلك شيك 🍓 Mixied Berries Milkshake #mixesberries #milkshake ★★★★★ VANILLA #VANILLA_Today_and_everyday #فانيلا #فانيلا_اليوم_وكل_يوم,248,6,6,475.0,22.0,308000.0,Mixed,True,True,0.0,False,False,False,True,False,True,"['mixesberries', 'milkshake', 'vanilla_today_and_everyday', 'فانيلا', 'فانيلا_اليوم_وكل_يوم']",497.0,0.0035755396,0.0034172662,0.0001582734,2.2158273381,0.0016136364,497.0,0.0035755396,0.0034172662,0.0001582734,2.2158273381,0.0015422078,7.14286e-05,2023-08-14/2023-08-20,0,1,night,long,many,many,low,medium,0,1,0,مع حليب او مع برتقال ؟ شاركونا كيف بتفضلوها الميلك بيريز ميلك شيك mixied berries,5,0.24785977602005005,كيك فانيلا,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-08-13 00:00:00,0.0,Sunday,8,Reel,SanSebastian Cheesecake 🤤😋 تنتقل الى عالم آخر بمجرد البدء بسكب الكراميل على سان سيباستيان تشيزكيك 🤤🤍 #سانسيباستيان #cheesecake #sansebastian #VANILLA #Today_and_Everyday #فانيلا_اليوم_وكل_يوم,236,6,5,561.0,13.0,136000.0,Mixed,False,True,0.0,False,False,False,True,False,False,"['سانسيباستيان', 'cheesecake', 'sansebastian', 'vanilla', 'today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",574.0,0.0041294964,0.0040359712,9.35252e-05,0.9784172662,0.0042205882,574.0,0.0041294964,0.0040359712,9.35252e-05,0.9784172662,0.004125,9.55882e-05,2023-08-07/2023-08-13,0,1,night,long,many,many,medium,medium,0,0,0,تنتقل الي عالم اخر بمجرد البدء بسكب الكراميل علي سان سيباستيان تشيزكيك,1,0.07431244850158691,نابلس فانيلا,Keyword-driven content theme detected from captions.
Vanilla Palestine,Cafe,139000.0,2023-08-11 00:00:00,0.0,Friday,8,Reel,No no no Wait wait wait🤭🤣 إذا كان عن تجربتكم مع فرنش توست فانيلا 😍😋 🍞⏳ بالخبز الفرنسي المصنوع في مخبز فانيلا #فانيلا_اليوم_وكل_يوم #frenchtoast #vanilla #bakery,194,4,7,665.0,30.0,137000.0,Mixed,False,True,0.0,False,False,False,True,False,False,"['فانيلا_اليوم_وكل_يوم', 'frenchtoast', 'vanilla', 'bakery']",695.0,0.005,0.0047841727,0.0002158273,0.9856115108,0.0050729927,695.0,0.005,0.0047841727,0.0002158273,0.9856115108,0.0048540146,0.0002189781,2023-08-07/2023-08-13,0,1,night,long,few,many,medium,medium,0,0,1,no no no wait wait wait اذا كان عن تجربتكم مع فرنش توست بالخبز الفرنسي المصنوع في مخبز,5,0.43096059560775757,كيك فانيلا,Keyword-driven content theme detected from captions.
Vanilla Palestine,influancers,87300.0,2025-05-08 00:00:00,0.0,Thursday,5,reel,The NEW Italiano Pudding Tiramisu 😊😊 فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,129,4,2,1502.0,1500.0,561000.0,Arabic-English,False,True,0.0,False,False,False,False,False,False,"['vanilla_today_and_everyday', 'vanilla', 'dessert', 'vanilla_cake']",3002.0,0.0343871707,0.0172050401,0.0171821306,6.4261168385,0.0053511586,3002.0,0.0343871707,0.0172050401,0.0171821306,6.4261168385,0.0026773619,0.0026737968,2025-05-05/2025-05-11,0,1,night,medium,few,few,high,small,1,1,1,the new italiano pudding tiramisu فانيلا اليوم وكل يوم,2,0.2611079812049866,Vanilla تشيزكيك,Keyword-driven content theme detected from captions.
Vanilla Palestine,influancers,87300.0,2025-05-05 00:00:00,0.0,Monday,5,reel,فانيلا إلها حكاية... والحكاية بلشت من هون. فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,132,4,0,2414.0,2500.0,591000.0,Arabic,False,True,0.0,True,False,False,False,False,False,"['vanilla_today_and_everyday', 'vanilla', 'dessert', 'vanilla_cake']",4914.0,0.0562886598,0.0276517755,0.0286368843,6.7697594502,0.0083147208,4914.0,0.0562886598,0.0276517755,0.0286368843,6.7697594502,0.0040846024,0.0042301184,2025-05-05/2025-05-11,0,1,night,medium,few,none,high,small,1,1,1,فانيلا الها حكايه والحكايه بلشت من هون فانيلا اليوم وكل يوم,1,0.24801743030548096,نابلس فانيلا,Keyword-driven content theme detected from captions.
Vanilla Palestine,influancers,87300.0,2025-05-04 00:00:00,0.0,Sunday,5,reel,هوية فلسطينية مية بالمية 💪 By Palestinian artist @natalienajjarstudio فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,169,4,1,788.0,800.0,201000.0,Arabic-English,False,True,0.0,False,False,True,False,False,False,"['vanilla_today_and_everyday', 'vanilla', 'dessert', 'vanilla_cake']",1588.0,0.0181901489,0.0090263459,0.009163803,2.3024054983,0.0079004975,1588.0,0.0181901489,0.0090263459,0.009163803,2.3024054983,0.003920398,0.0039800995,2025-04-28/2025-05-04,0,1,night,long,few,few,high,small,1,1,1,هويه فلسطينيه ميه بالميه by palestinian artist فانيلا اليوم وكل يوم,5,0.5057686567306519,كيك فانيلا,Keyword-driven content theme detected from captions.
Vanilla Palestine,influancers,87300.0,2025-05-01 00:00:00,0.0,Thursday,5,reel,بتشاركوهم ولا بتخلصهم لحالك؟ 🥺 Share it? Or all yours 🥺؟ فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,154,4,2,678.0,680.0,186000.0,Arabic-English,True,True,0.0,False,False,False,False,False,True,"['vanilla_today_and_everyday', 'vanilla', 'dessert', 'vanilla_cake']",1358.0,0.0155555556,0.007766323,0.0077892325,2.1305841924,0.0073010753,1358.0,0.0155555556,0.007766323,0.0077892325,2.1305841924,0.0036451613,0.003655914,2025-04-28/2025-05-04,0,1,night,long,few,few,high,small,1,1,1,بتشاركوهم ولا بتخلصهم لحالك؟ share it or all yours ؟ فانيلا اليوم وكل يوم,5,0.3777533769607544,كيك فانيلا,Keyword-driven content theme detected from captions.
Vanilla Palestine,influancers,87300.0,2025-04-28 00:00:00,0.0,Monday,4,reel,جنجر تويست 😋 مش بس تبريد.. بصحي كل خلية فيك 🍹😍 جربوه بجميع فروع فانيلا 🤩 فانيلا اليوم وكل يوم... #ginger_Twist #vanilla #جنجر_تويست,149,3,5,356.0,360.0,361000.0,Arabic,True,True,0.0,False,False,False,False,False,True,"['ginger_twist', 'vanilla', 'جنجر_تويست']",716.0,0.0082016037,0.0040778923,0.0041237113,4.1351660939,0.0019833795,716.0,0.0082016037,0.0040778923,0.0041237113,4.1351660939,0.0009861496,0.0009972299,2025-04-28/2025-05-04,0,1,night,long,few,many,medium,small,0,1,1,مش بس تبريد بصحي كل خليه فيك جربوه بجميع فروع فانيلا فانيلا اليوم وكل يوم,3,0.20360004901885986,رسايل الصفحه عبر,Keyword-driven content theme detected from captions.
Vanilla Palestine,influancers,87300.0,2025-04-26 00:00:00,0.0,Saturday,4,reel,نقطة ضعف... بطعم الفيريرو 🍰😊😋 فانيلا اليوم وكل يوم... #ferraro-cheesecake #vanilla,96,2,3,288.0,280.0,370000.0,Arabic,False,True,0.0,False,False,False,False,False,False,"['ferrarocheesecake', 'vanilla']",568.0,0.0065063001,0.0032989691,0.003207331,4.2382588774,0.0015351351,568.0,0.0065063001,0.0032989691,0.003207331,4.2382588774,0.0007783784,0.0007567568,2025-04-21/2025-04-27,0,1,night,medium,few,few,medium,small,0,1,1,نقطه ضعف بطعم الفيريرو فانيلا اليوم وكل يوم,2,0.19550293684005737,Vanilla تشيزكيك,Keyword-driven content theme detected from captions.
