antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_size,consequent_size,consequent_item,count,antecedent_count,antecedents_str,hashtags_clean,reliability,target_score,count_score,lift_score,reliability_score,strength_score,recommendation_score,recommendation_text
"frozenset({'hashtag=cake', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.02631578947368421,0.4,2.1714285714285717,0.014196675900277008,1.3596491228070176,0.5774647887323944,2,1,performance=avg_view_rate,2,5,"{hashtag=cake, hashtag=فانيلا_اليوم_وكل_يوم}","cake, فانيلا_اليوم_وكل_يوم",weak,0.55,0.2,0.5857142857142859,0.1,0.8685714285714288,0.35714285714285715,"Use/test: cake, فانيلا_اليوم_وكل_يوم. It appeared in 5 posts; 2 were avg_view_rate. Confidence=40%, lift=2.17x, reliability=weak."
"frozenset({'hashtag=cake', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=low_view_rate'}),0.06578947368421052,0.5131578947368421,0.039473684210526314,0.6,1.169230769230769,0.005713296398891961,1.2171052631578945,0.15492957746478855,2,1,performance=low_view_rate,3,5,"{hashtag=cake, hashtag=فانيلا_اليوم_وكل_يوم}","cake, فانيلا_اليوم_وكل_يوم",directional,-1.0,0.3,0.08461538461538454,0.6,0.7015384615384614,0.2619230769230769,"Use/test: cake, فانيلا_اليوم_وكل_يوم. It appeared in 5 posts; 3 were low_view_rate. Confidence=60%, lift=1.17x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=cake'})",frozenset({'performance=avg_view_rate'}),0.05263157894736842,0.18421052631578946,0.039473684210526314,0.75,4.071428571428572,0.029778393351800554,3.263157894736842,0.7962962962962964,2,1,performance=avg_view_rate,3,4,"{hashtag=cake, hashtag=قهوة}","cake, قهوة",directional,0.55,0.3,1.0,0.6,3.053571428571429,0.645,"Use/test: cake, قهوة. It appeared in 4 posts; 3 were avg_view_rate. Confidence=75%, lift=4.07x, reliability=directional."
"frozenset({'hashtag=كيك', 'hashtag=cake'})",frozenset({'performance=avg_view_rate'}),0.09210526315789473,0.18421052631578946,0.039473684210526314,0.42857142857142855,2.326530612244898,0.022506925207756233,1.4276315789473684,0.6280193236714976,2,1,performance=avg_view_rate,3,7,"{hashtag=cake, hashtag=كيك}","cake, كيك",directional,0.55,0.3,0.6632653061224489,0.6,0.9970845481049562,0.4812244897959183,"Use/test: cake, كيك. It appeared in 7 posts; 3 were avg_view_rate. Confidence=43%, lift=2.33x, reliability=directional."
"frozenset({'hashtag=كيك', 'hashtag=cake'})",frozenset({'performance=low_view_rate'}),0.09210526315789473,0.5131578947368421,0.05263157894736842,0.5714285714285714,1.1135531135531134,0.00536703601108033,1.1359649122807016,0.11231884057971009,2,1,performance=low_view_rate,4,7,"{hashtag=cake, hashtag=كيك}","cake, كيك",weak,-1.0,0.4,0.056776556776556686,0.1,0.6363160648874934,0.19778388278388273,"Use/test: cake, كيك. It appeared in 7 posts; 4 were low_view_rate. Confidence=57%, lift=1.11x, reliability=weak."
"frozenset({'hashtag=coffee', 'hashtag=desserts'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=coffee, hashtag=desserts}","coffee, desserts",weak,-1.0,0.2,0.47435897435897423,0.1,1.9487179487179485,0.3598717948717949,"Use/test: coffee, desserts. It appeared in 2 posts; 2 were low_view_rate. Confidence=100%, lift=1.95x, reliability=weak."
"frozenset({'hashtag=coffee', 'hashtag=morning'})",frozenset({'performance=avg_view_rate'}),0.02631578947368421,0.18421052631578946,0.02631578947368421,1.0,5.428571428571429,0.02146814404432133,inf,0.8378378378378379,2,1,performance=avg_view_rate,2,2,"{hashtag=coffee, hashtag=morning}","coffee, morning",weak,0.55,0.2,1.0,0.1,5.428571428571429,0.6200000000000001,"Use/test: coffee, morning. It appeared in 2 posts; 2 were avg_view_rate. Confidence=100%, lift=5.43x, reliability=weak."
"frozenset({'hashtag=coffee', 'hashtag=today_and_everyday'})",frozenset({'performance=avg_view_rate'}),0.10526315789473684,0.18421052631578946,0.06578947368421052,0.625,3.3928571428571432,0.046398891966759004,2.175438596491228,0.788235294117647,2,1,performance=avg_view_rate,5,8,"{hashtag=coffee, hashtag=today_and_everyday}","coffee, today_and_everyday",directional,0.55,0.5,1.0,0.6,2.1205357142857144,0.6575,"Use/test: coffee, today_and_everyday. It appeared in 8 posts; 5 were avg_view_rate. Confidence=62%, lift=3.39x, reliability=directional."
"frozenset({'hashtag=coffee', 'hashtag=today_and_everyday'})",frozenset({'performance=low_view_rate'}),0.10526315789473684,0.5131578947368421,0.039473684210526314,0.375,0.7307692307692307,-0.01454293628808865,0.7789473684210526,-0.2916666666666668,2,1,performance=low_view_rate,3,8,"{hashtag=coffee, hashtag=today_and_everyday}","coffee, today_and_everyday",weak,-1.0,0.3,0.0,0.1,0.2740384615384615,0.10250000000000001,"Use/test: coffee, today_and_everyday. It appeared in 8 posts; 3 were low_view_rate. Confidence=38%, lift=0.73x, reliability=weak."
"frozenset({'hashtag=coffee', 'hashtag=vanilla'})",frozenset({'performance=avg_view_rate'}),0.039473684210526314,0.18421052631578946,0.02631578947368421,0.6666666666666666,3.619047619047619,0.019044321329639888,2.4473684210526314,0.7534246575342466,2,1,performance=avg_view_rate,2,3,"{hashtag=coffee, hashtag=vanilla}","coffee, vanilla",weak,0.55,0.2,1.0,0.1,2.4126984126984126,0.52,"Use/test: coffee, vanilla. It appeared in 3 posts; 2 were avg_view_rate. Confidence=67%, lift=3.62x, reliability=weak."
"frozenset({'hashtag=الصباح', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.02631578947368421,0.18421052631578946,0.02631578947368421,1.0,5.428571428571429,0.02146814404432133,inf,0.8378378378378379,2,1,performance=avg_view_rate,2,2,"{hashtag=coffee, hashtag=الصباح}","coffee, الصباح",weak,0.55,0.2,1.0,0.1,5.428571428571429,0.6200000000000001,"Use/test: coffee, الصباح. It appeared in 2 posts; 2 were avg_view_rate. Confidence=100%, lift=5.43x, reliability=weak."
"frozenset({'hashtag=coffee', 'hashtag=اليوم_وكل_يوم'})",frozenset({'performance=avg_view_rate'}),0.039473684210526314,0.18421052631578946,0.02631578947368421,0.6666666666666666,3.619047619047619,0.019044321329639888,2.4473684210526314,0.7534246575342466,2,1,performance=avg_view_rate,2,3,"{hashtag=coffee, hashtag=اليوم_وكل_يوم}","coffee, اليوم_وكل_يوم",weak,0.55,0.2,1.0,0.1,2.4126984126984126,0.52,"Use/test: coffee, اليوم_وكل_يوم. It appeared in 3 posts; 2 were avg_view_rate. Confidence=67%, lift=3.62x, reliability=weak."
"frozenset({'hashtag=فانيلا', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.02631578947368421,0.18421052631578946,0.02631578947368421,1.0,5.428571428571429,0.02146814404432133,inf,0.8378378378378379,2,1,performance=avg_view_rate,2,2,"{hashtag=coffee, hashtag=فانيلا}","coffee, فانيلا",weak,0.55,0.2,1.0,0.1,5.428571428571429,0.6200000000000001,"Use/test: coffee, فانيلا. It appeared in 2 posts; 2 were avg_view_rate. Confidence=100%, lift=5.43x, reliability=weak."
