antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_size,consequent_size,consequent_item,count,antecedent_count,antecedents_str,hashtags_clean,reliability,target_score,count_score,lift_score,reliability_score,strength_score,recommendation_score,recommendation_text
"frozenset({'hashtag=قهوة', 'hashtag=today_and_everyday'})",frozenset({'performance=avg_view_rate'}),0.10526315789473684,0.18421052631578946,0.06578947368421052,0.625,3.3928571428571432,0.046398891966759004,2.175438596491228,0.788235294117647,2,1,performance=avg_view_rate,5,8,"{hashtag=today_and_everyday, hashtag=قهوة}","today_and_everyday, قهوة",directional,0.55,0.5,1.0,0.6,2.1205357142857144,0.6575,"Use/test: today_and_everyday, قهوة. It appeared in 8 posts; 5 were avg_view_rate. Confidence=62%, lift=3.39x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=today_and_everyday', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.10526315789473684,0.18421052631578946,0.06578947368421052,0.625,3.3928571428571432,0.046398891966759004,2.175438596491228,0.788235294117647,3,1,performance=avg_view_rate,5,8,"{hashtag=coffee, hashtag=today_and_everyday, hashtag=قهوة}","coffee, today_and_everyday, قهوة",directional,0.55,0.5,1.0,0.6,2.1205357142857144,0.6575,"Use/test: coffee, today_and_everyday, قهوة. It appeared in 8 posts; 5 were avg_view_rate. Confidence=62%, lift=3.39x, reliability=directional."
"frozenset({'hashtag=cake', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.05263157894736842,0.18421052631578946,0.039473684210526314,0.75,4.071428571428572,0.029778393351800554,3.263157894736842,0.7962962962962964,2,1,performance=avg_view_rate,3,4,"{hashtag=cake, hashtag=coffee}","cake, coffee",directional,0.55,0.3,1.0,0.6,3.053571428571429,0.645,"Use/test: cake, coffee. It appeared in 4 posts; 3 were avg_view_rate. Confidence=75%, lift=4.07x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=cake'})",frozenset({'performance=avg_view_rate'}),0.05263157894736842,0.18421052631578946,0.039473684210526314,0.75,4.071428571428572,0.029778393351800554,3.263157894736842,0.7962962962962964,2,1,performance=avg_view_rate,3,4,"{hashtag=cake, hashtag=قهوة}","cake, قهوة",directional,0.55,0.3,1.0,0.6,3.053571428571429,0.645,"Use/test: cake, قهوة. It appeared in 4 posts; 3 were avg_view_rate. Confidence=75%, lift=4.07x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=cake', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.05263157894736842,0.18421052631578946,0.039473684210526314,0.75,4.071428571428572,0.029778393351800554,3.263157894736842,0.7962962962962964,3,1,performance=avg_view_rate,3,4,"{hashtag=cake, hashtag=coffee, hashtag=today_and_everyday}","cake, coffee, today_and_everyday",directional,0.55,0.3,1.0,0.6,3.053571428571429,0.645,"Use/test: cake, coffee, today_and_everyday. It appeared in 4 posts; 3 were avg_view_rate. Confidence=75%, lift=4.07x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=cake', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.05263157894736842,0.18421052631578946,0.039473684210526314,0.75,4.071428571428572,0.029778393351800554,3.263157894736842,0.7962962962962964,3,1,performance=avg_view_rate,3,4,"{hashtag=cake, hashtag=coffee, hashtag=قهوة}","cake, coffee, قهوة",directional,0.55,0.3,1.0,0.6,3.053571428571429,0.645,"Use/test: cake, coffee, قهوة. It appeared in 4 posts; 3 were avg_view_rate. Confidence=75%, lift=4.07x, reliability=directional."
"frozenset({'hashtag=cake', 'hashtag=كيك', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.05263157894736842,0.18421052631578946,0.039473684210526314,0.75,4.071428571428572,0.029778393351800554,3.263157894736842,0.7962962962962964,3,1,performance=avg_view_rate,3,4,"{hashtag=cake, hashtag=coffee, hashtag=كيك}","cake, coffee, كيك",directional,0.55,0.3,1.0,0.6,3.053571428571429,0.645,"Use/test: cake, coffee, كيك. It appeared in 4 posts; 3 were avg_view_rate. Confidence=75%, lift=4.07x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=today_and_everyday', 'hashtag=cake'})",frozenset({'performance=avg_view_rate'}),0.05263157894736842,0.18421052631578946,0.039473684210526314,0.75,4.071428571428572,0.029778393351800554,3.263157894736842,0.7962962962962964,3,1,performance=avg_view_rate,3,4,"{hashtag=cake, hashtag=today_and_everyday, hashtag=قهوة}","cake, today_and_everyday, قهوة",directional,0.55,0.3,1.0,0.6,3.053571428571429,0.645,"Use/test: cake, today_and_everyday, قهوة. It appeared in 4 posts; 3 were avg_view_rate. Confidence=75%, lift=4.07x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=كيك', 'hashtag=cake'})",frozenset({'performance=avg_view_rate'}),0.05263157894736842,0.18421052631578946,0.039473684210526314,0.75,4.071428571428572,0.029778393351800554,3.263157894736842,0.7962962962962964,3,1,performance=avg_view_rate,3,4,"{hashtag=cake, hashtag=قهوة, hashtag=كيك}","cake, قهوة, كيك",directional,0.55,0.3,1.0,0.6,3.053571428571429,0.645,"Use/test: cake, قهوة, كيك. It appeared in 4 posts; 3 were avg_view_rate. Confidence=75%, lift=4.07x, reliability=directional."
frozenset({'hashtag=vanilla_today_and_everyday'}),frozenset({'performance=high_view_rate'}),0.4473684210526316,0.3026315789473684,0.21052631578947367,0.47058823529411764,1.5549872122762147,0.07513850415512463,1.3172514619883042,0.6458333333333333,1,1,performance=high_view_rate,16,34,{hashtag=vanilla_today_and_everyday},vanilla_today_and_everyday,directional,1.0,1.0,0.27749360613810736,0.6,0.7317586881299833,0.6366751918158567,"Use/test: vanilla_today_and_everyday. It appeared in 34 posts; 16 were high_view_rate. Confidence=47%, lift=1.55x, reliability=directional."
frozenset({'hashtag=dessert'}),frozenset({'performance=high_view_rate'}),0.07894736842105263,0.3026315789473684,0.05263157894736842,0.6666666666666666,2.2028985507246377,0.02873961218836565,2.0921052631578947,0.5928571428571429,1,1,performance=high_view_rate,4,6,{hashtag=dessert},dessert,directional,1.0,0.4,0.6014492753623188,0.6,1.468599033816425,0.6102898550724637,"Use/test: dessert. It appeared in 6 posts; 4 were high_view_rate. Confidence=67%, lift=2.20x, reliability=directional."
"frozenset({'hashtag=vanilla_cake', 'hashtag=dessert'})",frozenset({'performance=high_view_rate'}),0.07894736842105263,0.3026315789473684,0.05263157894736842,0.6666666666666666,2.2028985507246377,0.02873961218836565,2.0921052631578947,0.5928571428571429,2,1,performance=high_view_rate,4,6,"{hashtag=dessert, hashtag=vanilla_cake}","dessert, vanilla_cake",directional,1.0,0.4,0.6014492753623188,0.6,1.468599033816425,0.6102898550724637,"Use/test: dessert, vanilla_cake. It appeared in 6 posts; 4 were high_view_rate. Confidence=67%, lift=2.20x, reliability=directional."
"frozenset({'hashtag=vanilla_today_and_everyday', 'hashtag=dessert'})",frozenset({'performance=high_view_rate'}),0.07894736842105263,0.3026315789473684,0.05263157894736842,0.6666666666666666,2.2028985507246377,0.02873961218836565,2.0921052631578947,0.5928571428571429,2,1,performance=high_view_rate,4,6,"{hashtag=dessert, hashtag=vanilla_today_and_everyday}","dessert, vanilla_today_and_everyday",directional,1.0,0.4,0.6014492753623188,0.6,1.468599033816425,0.6102898550724637,"Use/test: dessert, vanilla_today_and_everyday. It appeared in 6 posts; 4 were high_view_rate. Confidence=67%, lift=2.20x, reliability=directional."
"frozenset({'hashtag=vanilla_today_and_everyday', 'hashtag=vanilla_cake', 'hashtag=dessert'})",frozenset({'performance=high_view_rate'}),0.07894736842105263,0.3026315789473684,0.05263157894736842,0.6666666666666666,2.2028985507246377,0.02873961218836565,2.0921052631578947,0.5928571428571429,3,1,performance=high_view_rate,4,6,"{hashtag=dessert, hashtag=vanilla_cake, hashtag=vanilla_today_and_everyday}","dessert, vanilla_cake, vanilla_today_and_everyday",directional,1.0,0.4,0.6014492753623188,0.6,1.468599033816425,0.6102898550724637,"Use/test: dessert, vanilla_cake, vanilla_today_and_everyday. It appeared in 6 posts; 4 were high_view_rate. Confidence=67%, lift=2.20x, reliability=directional."
"frozenset({'hashtag=فانيلا_اليوم_وكل_يوم', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,2,1,performance=avg_view_rate,3,5,"{hashtag=coffee, hashtag=فانيلا_اليوم_وكل_يوم}","coffee, فانيلا_اليوم_وكل_يوم",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: coffee, فانيلا_اليوم_وكل_يوم. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=كيك', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,2,1,performance=avg_view_rate,3,5,"{hashtag=coffee, hashtag=كيك}","coffee, كيك",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: coffee, كيك. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=فانيلا'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,2,1,performance=avg_view_rate,3,5,"{hashtag=today_and_everyday, hashtag=فانيلا}","today_and_everyday, فانيلا",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: today_and_everyday, فانيلا. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=vanilla', 'hashtag=اليوم_وكل_يوم'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,2,1,performance=avg_view_rate,3,5,"{hashtag=vanilla, hashtag=اليوم_وكل_يوم}","vanilla, اليوم_وكل_يوم",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: vanilla, اليوم_وكل_يوم. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=فانيلا'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,2,1,performance=avg_view_rate,3,5,"{hashtag=اليوم_وكل_يوم, hashtag=فانيلا}","اليوم_وكل_يوم, فانيلا",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: اليوم_وكل_يوم, فانيلا. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,2,1,performance=avg_view_rate,3,5,"{hashtag=فانيلا_اليوم_وكل_يوم, hashtag=قهوة}","فانيلا_اليوم_وكل_يوم, قهوة",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: فانيلا_اليوم_وكل_يوم, قهوة. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=كيك'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,2,1,performance=avg_view_rate,3,5,"{hashtag=قهوة, hashtag=كيك}","قهوة, كيك",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: قهوة, كيك. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=فانيلا_اليوم_وكل_يوم', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=coffee, hashtag=today_and_everyday, hashtag=فانيلا_اليوم_وكل_يوم}","coffee, today_and_everyday, فانيلا_اليوم_وكل_يوم",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: coffee, today_and_everyday, فانيلا_اليوم_وكل_يوم. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=كيك', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=coffee, hashtag=today_and_everyday, hashtag=كيك}","coffee, today_and_everyday, كيك",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: coffee, today_and_everyday, كيك. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=فانيلا_اليوم_وكل_يوم', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=coffee, hashtag=فانيلا_اليوم_وكل_يوم, hashtag=قهوة}","coffee, فانيلا_اليوم_وكل_يوم, قهوة",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: coffee, فانيلا_اليوم_وكل_يوم, قهوة. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=كيك', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=coffee, hashtag=قهوة, hashtag=كيك}","coffee, قهوة, كيك",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: coffee, قهوة, كيك. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=vanilla', 'hashtag=اليوم_وكل_يوم'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=today_and_everyday, hashtag=vanilla, hashtag=اليوم_وكل_يوم}","today_and_everyday, vanilla, اليوم_وكل_يوم",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: today_and_everyday, vanilla, اليوم_وكل_يوم. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=vanilla', 'hashtag=فانيلا'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=today_and_everyday, hashtag=vanilla, hashtag=فانيلا}","today_and_everyday, vanilla, فانيلا",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: today_and_everyday, vanilla, فانيلا. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=اليوم_وكل_يوم', 'hashtag=فانيلا'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=today_and_everyday, hashtag=اليوم_وكل_يوم, hashtag=فانيلا}","today_and_everyday, اليوم_وكل_يوم, فانيلا",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: today_and_everyday, اليوم_وكل_يوم, فانيلا. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=فانيلا_اليوم_وكل_يوم', 'hashtag=today_and_everyday'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=today_and_everyday, hashtag=فانيلا_اليوم_وكل_يوم, hashtag=قهوة}","today_and_everyday, فانيلا_اليوم_وكل_يوم, قهوة",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: today_and_everyday, فانيلا_اليوم_وكل_يوم, قهوة. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=كيك', 'hashtag=today_and_everyday'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=today_and_everyday, hashtag=قهوة, hashtag=كيك}","today_and_everyday, قهوة, كيك",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: today_and_everyday, قهوة, كيك. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=vanilla', 'hashtag=اليوم_وكل_يوم', 'hashtag=فانيلا'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=vanilla, hashtag=اليوم_وكل_يوم, hashtag=فانيلا}","vanilla, اليوم_وكل_يوم, فانيلا",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: vanilla, اليوم_وكل_يوم, فانيلا. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
frozenset({'hashtag=today_and_everyday'}),frozenset({'performance=avg_view_rate'}),0.21052631578947367,0.18421052631578946,0.09210526315789473,0.4375,2.375,0.05332409972299169,1.4502923976608186,0.7333333333333333,1,1,performance=avg_view_rate,7,16,{hashtag=today_and_everyday},today_and_everyday,directional,0.55,0.7,0.6875,0.6,1.0390625,0.5887500000000001,"Use/test: today_and_everyday. It appeared in 16 posts; 7 were avg_view_rate. Confidence=44%, lift=2.38x, reliability=directional."
"frozenset({'hashtag=vanilla_today_and_everyday', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=high_view_rate'}),0.23684210526315788,0.3026315789473684,0.10526315789473684,0.4444444444444444,1.468599033816425,0.03358725761772853,1.2552631578947369,0.41810344827586204,2,1,performance=high_view_rate,8,18,"{hashtag=vanilla_today_and_everyday, hashtag=فانيلا_اليوم_وكل_يوم}","vanilla_today_and_everyday, فانيلا_اليوم_وكل_يوم",directional,1.0,0.8,0.2342995169082125,0.6,0.6527106816961888,0.5701932367149758,"Use/test: vanilla_today_and_everyday, فانيلا_اليوم_وكل_يوم. It appeared in 18 posts; 8 were high_view_rate. Confidence=44%, lift=1.47x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=vanilla'})",frozenset({'performance=avg_view_rate'}),0.10526315789473684,0.18421052631578946,0.05263157894736842,0.5,2.7142857142857144,0.0332409972299169,1.631578947368421,0.7058823529411766,2,1,performance=avg_view_rate,4,8,"{hashtag=today_and_everyday, hashtag=vanilla}","today_and_everyday, vanilla",directional,0.55,0.4,0.8571428571428572,0.6,1.3571428571428572,0.5664285714285715,"Use/test: today_and_everyday, vanilla. It appeared in 8 posts; 4 were avg_view_rate. Confidence=50%, lift=2.71x, reliability=directional."
frozenset({'hashtag=vanilla'}),frozenset({'performance=high_view_rate'}),0.25,0.3026315789473684,0.10526315789473684,0.42105263157894735,1.391304347826087,0.02960526315789473,1.2045454545454546,0.37499999999999994,1,1,performance=high_view_rate,8,19,{hashtag=vanilla},vanilla,directional,1.0,0.8,0.19565217391304346,0.6,0.585812356979405,0.5554462242562929,"Use/test: vanilla. It appeared in 19 posts; 8 were high_view_rate. Confidence=42%, lift=1.39x, reliability=directional."
frozenset({'hashtag=vanilla_cake'}),frozenset({'performance=high_view_rate'}),0.09210526315789473,0.3026315789473684,0.05263157894736842,0.5714285714285714,1.8881987577639752,0.024757617728531855,1.6271929824561404,0.5181159420289855,1,1,performance=high_view_rate,4,7,{hashtag=vanilla_cake},vanilla_cake,directional,1.0,0.4,0.4440993788819876,0.6,1.0789707187222715,0.5502484472049689,"Use/test: vanilla_cake. It appeared in 7 posts; 4 were high_view_rate. Confidence=57%, lift=1.89x, reliability=directional."
